Date,Close,High,Low,Open,Volume,symbol
,BEPL.NS,BEPL.NS,BEPL.NS,BEPL.NS,BEPL.NS,
2016-03-08,9.801939964294434,10.105092456096019,9.599837580320825,10.079830109832162,151647,BEPL
2016-03-09,9.675623893737793,9.827200105629432,9.49878461847802,9.700886957105928,44133,BEPL
2016-03-10,9.625100135803223,10.004041091722819,9.524048587821818,9.675625548407668,160624,BEPL
2016-03-11,9.650361061096191,9.852463404556081,9.473522504380847,9.59983565592432,128316,BEPL
2016-03-14,9.751412391662598,9.827200864849805,9.700887706567721,9.700887706567721,105541,BEPL
2016-03-15,9.170370101928711,9.902988117817806,9.044056227219178,9.726149560551352,112995,BEPL
2016-03-16,9.145108222961426,9.321948262665137,9.069320460542762,9.094583529864025,109573,BEPL
2016-03-17,9.195632934570312,9.448259974715942,9.1198444611404,9.271420685227778,184420,BEPL
2016-03-18,9.09458065032959,9.2714191884974,8.968266789262014,9.170369111524604,41104,BEPL
2016-03-21,8.791430473327637,9.119845294127433,8.715641992975367,9.044057536547678,325503,BEPL
2016-03-22,8.943005561828613,9.170370250890066,8.488276183705706,8.488276183705706,183214,BEPL
2016-03-23,9.195632934570312,9.34720915865769,8.917742829023895,8.917742829023895,268279,BEPL
2016-03-28,8.766167640686035,9.296685615574177,8.715642945293938,9.170372431548747,170019,BEPL
2016-03-29,8.766167640686035,8.943007688421343,8.639854456660606,8.740905292989988,778072,BEPL
2016-03-30,9.018793106079102,9.296683195017575,8.917742296060094,8.917742296060094,150117,BEPL
2016-03-31,9.044057846069336,9.271421849362367,8.993531708923618,8.993531708923618,77463,BEPL
2016-04-01,9.448261260986328,9.549312813574018,9.018794872885701,9.018794872885701,84328,BEPL
2016-04-04,9.54931354522705,9.599838241233195,9.37247349534253,9.37247349534253,109644,BEPL
2016-04-05,9.347208976745605,9.49878519788306,9.094581941516514,9.372471318882297,72645,BEPL
2016-04-06,9.7766752243042,9.852463695687693,9.296683499601892,9.321946564320534,261238,BEPL
2016-04-07,9.347208976745605,9.953514584067861,9.220895097744842,9.953514584067861,145950,BEPL
2016-04-08,9.599837303161621,9.700888853617219,9.321947888419457,9.321947888419457,64063,BEPL
2016-04-11,9.422996520996094,9.650360468931826,9.347208056502607,9.574572727210704,106585,BEPL
2016-04-12,9.700889587402344,9.852465840392325,9.397736358649798,9.397736358649798,83557,BEPL
2016-04-13,9.902990341186523,10.054567313978213,9.675626327544133,9.978778827582367,194595,BEPL
2016-04-18,9.953516960144043,10.256669474786687,9.726152212775757,9.726152212775757,25228,BEPL
2016-04-20,10.357719421386719,10.559821803190358,9.85246527380898,9.928253757331914,259620,BEPL
2016-04-21,9.827199935913086,10.585081705055003,9.625098323547876,10.585081705055003,192162,BEPL
2016-04-22,9.7766752243042,10.105090729011952,9.549311255698582,9.675624410974496,108123,BEPL
2016-04-25,9.751412391662598,9.902988615264565,9.625099233380515,9.751412391662598,22684,BEPL
2016-04-26,9.801939964294434,10.079830109832162,9.599837580320825,9.72615147995776,100489,BEPL
2016-04-27,9.650361061096191,9.902988086955544,9.574573314724589,9.902988086955544,110904,BEPL
2016-04-28,9.625100135803223,9.776676373616558,9.549312378282812,9.776676373616558,95796,BEPL
2016-04-29,9.54931354522705,9.700889801563292,9.271422657785036,9.599838241233195,153076,BEPL
2016-05-02,9.422996520996094,9.59983506686029,9.397733458574145,9.549310387561118,78423,BEPL
2016-05-03,9.448261260986328,9.751413750431754,9.347210431171186,9.397735846078756,64570,BEPL
2016-05-04,9.347208976745605,9.549311327701314,9.271420504790662,9.473522855746369,59184,BEPL
2016-05-05,9.347208976745605,9.49878519788306,9.220895097744842,9.347208976745605,46854,BEPL
2016-05-06,9.498786926269531,9.801940146478227,9.1956344288334,9.1956344288334,123987,BEPL
2016-05-09,9.473523139953613,9.928252539780368,9.296683848601823,9.321946914268846,89254,BEPL
2016-05-10,9.700889587402344,9.953516675718978,9.372473288431841,9.473524846531081,113977,BEPL
2016-05-11,10.029304504394531,10.281931594312343,9.549313394936984,9.726151996493158,262704,BEPL
