Date,Close,High,Low,Open,Volume,symbol
,ACCELYA.NS,ACCELYA.NS,ACCELYA.NS,ACCELYA.NS,ACCELYA.NS,
2016-03-08,584.8966674804688,609.6985199908734,581.4474032240548,609.6985199908734,2462,ACCELYA
2016-03-09,577.209716796875,589.955585277306,571.4609431446661,581.5130764821903,890,ACCELYA
2016-03-10,584.075439453125,590.6454668935426,578.1624147567492,584.7324421971667,2222,ACCELYA
2016-03-11,576.0598754882812,584.7323178859672,575.5342814248396,584.7323178859672,1667,ACCELYA
2016-03-14,571.3624877929688,597.806849878926,566.9934032343123,584.535385607038,3103,ACCELYA
2016-03-15,573.9246826171875,588.0173981115329,565.022304330635,579.476363278628,2934,ACCELYA
2016-03-16,573.6290893554688,581.4474381801442,568.9643858350338,579.4764299151268,2655,ACCELYA
2016-03-17,571.5267333984375,589.0029912768633,569.6214092995432,586.0793208907395,2102,ACCELYA
2016-03-18,575.7313842773438,577.6367079035044,565.6792522744006,565.6792522744006,2220,ACCELYA
2016-03-21,573.7603759765625,577.6367074473078,568.3072622891001,574.8772884427312,1734,ACCELYA
2016-03-22,578.7536010742188,579.4762878874908,568.3729280091814,577.5052801055605,1729,ACCELYA
2016-03-23,584.4039306640625,588.0174456934636,572.2493801106222,572.9063828432405,2778,ACCELYA
2016-03-28,578.7536010742188,587.0318177182234,572.9062619477232,584.7323086393047,686,ACCELYA
2016-03-29,570.1140747070312,578.8193602038542,565.0223039447385,578.1623575248487,1540,ACCELYA
2016-03-30,591.0067138671875,591.3023730737762,569.7526946084724,579.9690775898621,3658,ACCELYA
2016-03-31,569.5556030273438,591.302374309051,562.3942582317195,590.6453716709298,4117,ACCELYA
2016-04-01,582.1700439453125,588.6743863524808,566.3362957989269,577.5053410757039,2090,ACCELYA
2016-04-04,583.0570068359375,590.6453793852963,572.7092151503775,582.1043449781674,1215,ACCELYA
2016-04-05,587.557373046875,588.5757189803676,581.4472573456661,587.2945960867578,934,ACCELYA
2016-04-06,589.2985229492188,591.2366887473418,573.070549804299,573.070549804299,573,ACCELYA
2016-04-07,596.6898193359375,599.1864214050734,574.2203205131954,591.2367053190793,350,ACCELYA
2016-04-08,607.2675170898438,609.6984348176813,584.6009265712985,607.7274269465036,2154,ACCELYA
2016-04-11,601.7158813476562,610.3554825279572,591.4666557005312,598.5294344273078,506,ACCELYA
2016-04-12,602.1430053710938,610.3555395414578,595.540135918174,595.901479401617,5810,ACCELYA
2016-04-13,608.1873168945312,611.0124200640233,592.7149136323162,610.3554174618039,976,ACCELYA
2016-04-18,617.8452758789062,620.8017876497215,591.3023541630403,595.4086205113947,2882,ACCELYA
2016-04-20,625.4993896484375,626.7805528866542,608.3844779591633,608.3844779591633,2243,ACCELYA
2016-04-21,623.823974609375,625.499323235194,614.6259381222436,625.499323235194,3185,ACCELYA
2016-04-22,625.7951049804688,626.1236063479126,620.2762659673068,621.5574293203906,3766,ACCELYA
2016-04-25,607.103271484375,624.1524977319466,604.376734633385,624.1524977319466,3916,ACCELYA
2016-04-26,610.5197143554688,617.5824928642891,604.4424398246233,608.745799175062,1010,ACCELYA
2016-04-27,611.012451171875,621.0317413658224,598.2008997763356,615.4800610743703,3577,ACCELYA
2016-04-28,601.1574096679688,616.1370616921025,588.0173569976306,615.5457833820923,2646,ACCELYA
2016-04-29,603.2269897460938,615.6771576895522,598.5294048316257,607.0704391486522,1517,ACCELYA
2016-05-02,602.6029052734375,610.355529381154,601.1246491473798,608.384521213077,865,ACCELYA
