Date,Close,High,Low,Open,Volume,symbol
,GLOBALE.NS,GLOBALE.NS,GLOBALE.NS,GLOBALE.NS,GLOBALE.NS,
2024-08-27,73.54000091552734,87.0,73.54000091552734,87.0,20094,GLOBALE
2024-08-28,69.86000061035156,69.86000061035156,69.86000061035156,69.86000061035156,2983,GLOBALE
2024-08-29,66.36000061035156,66.36000061035156,66.36000061035156,66.36000061035156,1538,GLOBALE
2024-08-30,63.040000915527344,63.040000915527344,63.040000915527344,63.040000915527344,1729,GLOBALE
2024-09-02,59.880001068115234,60.0,59.880001068115234,60.0,2048,GLOBALE
2024-09-03,56.880001068115234,56.880001068115234,56.880001068115234,56.880001068115234,669,GLOBALE
2024-09-04,54.029998779296875,54.029998779296875,54.029998779296875,54.029998779296875,2866,GLOBALE
2024-09-05,51.31999969482422,51.31999969482422,51.31999969482422,51.31999969482422,2896,GLOBALE
2024-09-06,48.75,48.75,48.75,48.75,3349,GLOBALE
2024-09-09,46.310001373291016,46.310001373291016,46.310001373291016,46.310001373291016,1134,GLOBALE
2024-09-10,41.86000061035156,50.939998626708984,41.66999816894531,41.66999816894531,163367,GLOBALE
2024-09-11,38.900001525878906,42.09000015258789,38.529998779296875,41.86000061035156,77545,GLOBALE
2024-09-12,38.130001068115234,40.0,37.25,38.25,8067,GLOBALE
2024-09-13,37.56999969482422,38.97999954223633,37.29999923706055,37.83000183105469,5292,GLOBALE
2024-09-16,37.290000915527344,38.9900016784668,36.0099983215332,38.9900016784668,8104,GLOBALE
2024-09-17,36.75,39.0,35.41999816894531,39.0,13942,GLOBALE
2024-09-18,36.13999938964844,37.5,34.90999984741211,36.75,14063,GLOBALE
2024-09-19,37.47999954223633,37.939998626708984,35.099998474121094,36.95000076293945,10057,GLOBALE
2024-09-20,37.83000183105469,38.0,36.70000076293945,37.0,2331,GLOBALE
2024-09-23,38.75,39.290000915527344,36.25,37.0,8945,GLOBALE
2024-09-24,37.529998779296875,38.5,36.810001373291016,38.5,5266,GLOBALE
2024-09-25,36.58000183105469,38.0,36.0099983215332,38.0,3432,GLOBALE
2024-09-26,37.869998931884766,38.400001525878906,36.0,36.0,7288,GLOBALE
2024-09-27,36.0099983215332,38.13999938964844,35.970001220703125,38.099998474121094,6643,GLOBALE
2024-09-30,36.70000076293945,37.0,34.20000076293945,37.0,4722,GLOBALE
2024-10-01,36.2400016784668,36.9900016784668,34.900001525878906,36.400001525878906,3733,GLOBALE
2024-10-03,36.18000030517578,37.0,34.86000061035156,36.2400016784668,3982,GLOBALE
2024-10-04,35.45000076293945,36.9900016784668,35.0099983215332,36.9900016784668,1931,GLOBALE
2024-10-07,34.9900016784668,36.70000076293945,34.9900016784668,36.70000076293945,4807,GLOBALE
2024-10-08,35.529998779296875,36.0,33.2400016784668,33.2400016784668,1683,GLOBALE
2024-10-09,36.119998931884766,36.9900016784668,33.900001525878906,35.0,1225,GLOBALE
2024-10-10,35.93000030517578,36.900001525878906,34.849998474121094,36.900001525878906,1675,GLOBALE
