symbol,company_name,series,date of listing,paid up value,market lot,isin number,face value,ingestion_time
BAJAJHCARE,Bajaj Healthcare Limited,EQ,25-NOV-2021,5,1,INE411U01027,5,2026-02-18 17:27:57.692675
BAJAJHFL,Bajaj Housing Finance Limited,EQ,16-SEP-2024,10,1,INE377Y01014,10,2026-02-18 17:27:57.692675
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1,2026-02-18 17:27:57.692675
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10,2026-02-18 17:27:57.692675
BAJAJINDEF,Indef Manufacturing Limited,EQ,21-FEB-2025,1,1,INE0O9T01021,1,2026-02-18 17:27:57.692675
BAJEL,Bajel Projects Limited,EQ,19-DEC-2023,2,1,INE0KQN01018,2,2026-02-18 17:27:57.692675
BAJFINANCE,Bajaj Finance Limited,EQ,01-APR-2003,1,1,INE296A01032,1,2026-02-18 17:27:57.692675
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,EQ,12-SEP-2024,10,1,INE0S2G01011,10,2026-02-18 17:27:57.692675
BALAJITELE,Balaji Telefilms Limited,EQ,22-NOV-2000,2,1,INE794B01026,2,2026-02-18 17:27:57.692675
BALAMINES,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2,2026-02-18 17:27:57.692675
BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,30-NOV-2015,2,1,INE618N01022,2,2026-02-18 17:27:57.692675
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10,2026-02-18 17:27:57.692675
BALKRISIND,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2,2026-02-18 17:27:57.692675
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10,2026-02-18 17:27:57.692675
BALPHARMA,Bal Pharma Limited,EQ,08-MAY-2006,10,1,INE083D01012,10,2026-02-18 17:27:57.692675
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1,2026-02-18 17:27:57.692675
BALUFORGE,Balu Forge Industries Limited,EQ,29-APR-2024,10,1,INE011E01029,10,2026-02-18 17:27:57.692675
BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10,2026-02-18 17:27:57.692675
BANARISUG,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10,2026-02-18 17:27:57.692675
BANCOINDIA,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2,2026-02-18 17:27:57.692675
BANDHANBNK,Bandhan Bank Limited,EQ,27-MAR-2018,10,1,INE545U01014,10,2026-02-18 17:27:57.692675
BANG,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10,2026-02-18 17:27:57.692675
BANKA,Banka BioLoo Limited,EQ,29-OCT-2020,10,1,INE862Y01015,10,2026-02-18 17:27:57.692675
BANKBARODA,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2,2026-02-18 17:27:57.692675
BANKINDIA,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10,2026-02-18 17:27:57.692675
BANSALWIRE,Bansal Wire Industries Limited,EQ,10-JUL-2024,5,1,INE0B9K01025,5,2026-02-18 17:27:57.692675
BANSWRAS,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5,2026-02-18 17:27:57.692675
BASF,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10,2026-02-18 17:27:57.692675
BASML,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5,2026-02-18 17:27:57.692675
BATAINDIA,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5,2026-02-18 17:27:57.692675
BAYERCROP,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10,2026-02-18 17:27:57.692675
BBL,Bharat Bijlee Limited,EQ,21-NOV-2006,5,1,INE464A01036,5,2026-02-18 17:27:57.692675
BBOX,Black Box Limited,EQ,22-JUL-2003,2,1,INE676A01027,2,2026-02-18 17:27:57.692675
BBTC,The Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2,2026-02-18 17:27:57.692675
BBTCL,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10,2026-02-18 17:27:57.692675
BCG,Brightcom Group Limited,EQ,08-MAY-2015,2,1,INE425B01027,2,2026-02-18 17:27:57.692675
BCLIND,Bcl Industries Limited,EQ,04-MAR-2021,1,1,INE412G01024,1,2026-02-18 17:27:57.692675
BCONCEPTS,Brand Concepts Limited,EQ,11-JAN-2022,10,1,INE977Y01011,10,2026-02-18 17:27:57.692675
BDL,Bharat Dynamics Limited,EQ,23-MAR-2018,5,1,INE171Z01026,5,2026-02-18 17:27:57.692675
BEARDSELL,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2,2026-02-18 17:27:57.692675
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-DEC-2020,2,1,INE495P01020,2,2026-02-18 17:27:57.692675
BEDMUTHA,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10,2026-02-18 17:27:57.692675
BEL,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1,2026-02-18 17:27:57.692675
BELLACASA,Bella Casa Fashion & Retail Limited,EQ,18-JUL-2025,10,1,INE344T01014,10,2026-02-18 17:27:57.692675
BELRISE,Belrise Industries Limited,EQ,28-MAY-2025,5,1,INE894V01022,5,2026-02-18 17:27:57.692675
BEML,BEML Limited,EQ,05-NOV-2003,5,1,INE258A01024,5,2026-02-18 17:27:57.692675
BEPL,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1,2026-02-18 17:27:57.692675
BERGEPAINT,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1,2026-02-18 17:27:57.692675
BETA,Beta Drugs Limited,EQ,24-NOV-2025,10,1,INE351Y01019,10,2026-02-18 17:27:57.692675
BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5,2026-02-18 17:27:57.692675
BGRENERGY,BGR Energy Systems Limited,EQ,03-JAN-2008,10,1,INE661I01014,10,2026-02-18 17:27:57.692675
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,1,1,INE414D01027,1,2026-02-18 17:27:57.692675
BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5,2026-02-18 17:27:57.692675
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1,2026-02-18 17:27:57.692675
BHARATCOAL,Bharat Coking Coal Limited,EQ,19-JAN-2026,10,1,INE05XR01022,10,2026-02-18 17:27:57.692675
BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2,2026-02-18 17:27:57.692675
BHARATGEAR,Bharat Gears Limited,EQ,03-APR-1996,10,1,INE561C01019,10,2026-02-18 17:27:57.692675
BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,5,1,INE838B01021,5,2026-02-18 17:27:57.692675
BHARATSE,Bharat Seats Limited,EQ,24-MAR-2025,2,1,INE415D01024,2,2026-02-18 17:27:57.692675
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10,2026-02-18 17:27:57.692675
BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5,2026-02-18 17:27:57.692675
BHARTIHEXA,Bharti Hexacom Limited,EQ,12-APR-2024,5,1,INE343G01021,5,2026-02-18 17:27:57.692675
BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2,2026-02-18 17:27:57.692675
BIGBLOC,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2,2026-02-18 17:27:57.692675
BIKAJI,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1,2026-02-18 17:27:57.692675
BIL,Bhartiya International Limited,EQ,12-APR-2000,10,1,INE828A01016,10,2026-02-18 17:27:57.692675
BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5,2026-02-18 17:27:57.692675
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10,2026-02-18 17:27:57.692675
BIRLACABLE,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10,2026-02-18 17:27:57.692675
BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10,2026-02-18 17:27:57.692675
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1,2026-02-18 17:27:57.692675
BIRLANU,BirlaNu Limited,EQ,26-APR-1995,10,1,INE557A01011,10,2026-02-18 17:27:57.692675
BLACKBUCK,BLACKBUCK LIMITED,EQ,22-NOV-2024,1,1,INE0UIZ01018,1,2026-02-18 17:27:57.692675
BLAL,BEML Land Assets Limited,EQ,19-APR-2023,10,1,INE0N7W01012,10,2026-02-18 17:27:57.692675
BLBLIMITED,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1,2026-02-18 17:27:57.692675
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1,2026-02-18 17:27:57.692675
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1,2026-02-18 17:27:57.692675
BLS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1,2026-02-18 17:27:57.692675
BLSE,BLS E-Services Limited,EQ,06-FEB-2024,10,1,INE0NLT01010,10,2026-02-18 17:27:57.692675
BLUECHIP,Blue Chip India Limited,EQ,12-MAR-1997,2,1,INE657B01025,2,2026-02-18 17:27:57.692675
BLUECOAST,Blue Coast Hotels Limited,EQ,16-FEB-2000,10,1,INE472B01011,10,2026-02-18 17:27:57.692675
BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10,2026-02-18 17:27:57.692675
BLUEJET,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,INE0KBH01020,2,2026-02-18 17:27:57.692675
BLUESTARCO,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2,2026-02-18 17:27:57.692675
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,EQ,19-AUG-2025,1,1,INE304W01038,1,2026-02-18 17:27:57.692675
BLUSPRING,Bluspring Enterprises Limited,EQ,11-JUN-2025,10,1,INE0U4101014,10,2026-02-18 17:27:57.692675
BMWVENTLTD,BMW Ventures Limited,EQ,01-OCT-2025,10,1,INE965W01036,10,2026-02-18 17:27:57.692675
BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2,2026-02-18 17:27:57.692675
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2,2026-02-18 17:27:57.692675
BOROLTD,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1,2026-02-18 17:27:57.692675
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-MAY-2018,1,1,INE666D01022,1,2026-02-18 17:27:57.692675
BOROSCI,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1,2026-02-18 17:27:57.692675
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,EQ,03-JAN-2000,10,1,INE782A01015,10,2026-02-18 17:27:57.692675
BOSCHLTD,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10,2026-02-18 17:27:57.692675
BPCL,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10,2026-02-18 17:27:57.692675
BPL,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10,2026-02-18 17:27:57.692675
BRIGADE,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10,2026-02-18 17:27:57.692675
BRIGHOTEL,Brigade Hotel Ventures Limited,EQ,31-JUL-2025,10,1,INE03NU01014,10,2026-02-18 17:27:57.692675
BRITANNIA,Britannia Industries Limited,EQ,05-NOV-1998,1,1,INE216A01030,1,2026-02-18 17:27:57.692675
BRNL,Bharat Road Network Limited,EQ,18-SEP-2017,10,1,INE727S01012,10,2026-02-18 17:27:57.692675
BROOKS,Brooks Laboratories Limited,EQ,05-SEP-2011,10,1,INE650L01011,10,2026-02-18 17:27:57.692675
BSE,BSE Limited,EQ,03-FEB-2017,2,1,INE118H01025,2,2026-02-18 17:27:57.692675
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,28-OCT-2020,1,1,INE032Z01020,1,2026-02-18 17:27:57.692675
BSL,BSL Limited,EQ,27-JUL-1995,10,1,INE594B01012,10,2026-02-18 17:27:57.692675
BSOFT,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2,2026-02-18 17:27:57.692675
BTML,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,INE0EEJ01023,1,2026-02-18 17:27:57.692675
BUILDPRO,Shankara Buildpro Limited,EQ,09-JAN-2026,10,1,INE24OJ01011,10,2026-02-18 17:27:57.692675
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10,2026-02-18 17:27:57.692675
BVCL,Barak Valley Cements Limited,EQ,23-NOV-2007,10,1,INE139I01011,10,2026-02-18 17:27:57.692675
BYKE,The Byke Hospitality Ltd,EQ,15-APR-2015,10,1,INE319B01014,10,2026-02-18 17:27:57.692675
CALSOFT,California Software Company Limited,EQ,28-JUN-2000,10,1,INE526B01014,10,2026-02-18 17:27:57.692675
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-JAN-2015,1,1,INE052I01032,1,2026-02-18 17:27:57.692675
CAMPUS,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5,2026-02-18 17:27:57.692675
CAMS,Computer Age Management Services Limited,EQ,07-MAY-2021,2,1,INE596I01020,2,2026-02-18 17:27:57.692675
CANBK,Canara Bank,EQ,23-DEC-2002,2,1,INE476A01022,2,2026-02-18 17:27:57.692675
CANFINHOME,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2,2026-02-18 17:27:57.692675
CANHLIFE,Canara HSBC Life Insurance Company Limited,EQ,17-OCT-2025,10,1,INE01TY01017,10,2026-02-18 17:27:57.692675
CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2,2026-02-18 17:27:57.692675
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10,2026-02-18 17:27:57.692675
CAPILLARY,Capillary Technologies India Limited,EQ,21-NOV-2025,2,1,INE0ILV01024,2,2026-02-18 17:27:57.692675
CAPITALSFB,Capital Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE646H01017,10,2026-02-18 17:27:57.692675
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2,2026-02-18 17:27:57.692675
CAPTRUST,Capital Trust Limited,EQ,16-JAN-2017,10,1,INE707C01018,10,2026-02-18 17:27:57.692675
CARBORUNIV,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1,2026-02-18 17:27:57.692675
CARERATING,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10,2026-02-18 17:27:57.692675
CARRARO,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10,2026-02-18 17:27:57.692675
CARTRADE,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10,2026-02-18 17:27:57.692675
CARYSIL,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2,2026-02-18 17:27:57.692675
CASTROLIND,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5,2026-02-18 17:27:57.692675
CCAVENUE,AvenuesAI Limited,EQ,04-APR-2016,1,1,INE483S01020,1,2026-02-18 17:27:57.692675
CCCL,Consolidated Construction Consortium Limited,EQ,15-OCT-2007,2,1,INE429I01024,2,2026-02-18 17:27:57.692675
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2,2026-02-18 17:27:57.692675
CCL,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2,2026-02-18 17:27:57.692675
CDSL,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10,2026-02-18 17:27:57.692675
CEATLTD,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10,2026-02-18 17:27:57.692675
CEIGALL,Ceigall India Limited,EQ,08-AUG-2024,5,1,INE0AG901020,5,2026-02-18 17:27:57.692675
CEINSYS,Ceinsys Tech Limited,EQ,19-FEB-2026,10,1,INE016Q01014,10,2026-02-18 17:27:57.692675
CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10,2026-02-18 17:27:57.692675
CELLO,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5,2026-02-18 17:27:57.692675
CEMPRO,Cemindia Projects Limited,EQ,10-FEB-1999,1,1,INE686A01026,1,2026-02-18 17:27:57.692675
CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10,2026-02-18 17:27:57.692675
CENTEXT,Century Extrusions Limited,EQ,20-JUL-2004,1,1,INE281A01026,1,2026-02-18 17:27:57.692675
CENTRALBK,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10,2026-02-18 17:27:57.692675
CENTRUM,Centrum Capital Limited,EQ,04-APR-2018,1,1,INE660C01027,1,2026-02-18 17:27:57.692675
CENTUM,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10,2026-02-18 17:27:57.692675
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1,2026-02-18 17:27:57.692675
CERA,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5,2026-02-18 17:27:57.692675
CESC,CESC Limited,EQ,08-FEB-1995,1,1,INE486A01021,1,2026-02-18 17:27:57.692675
CEWATER,Concord Enviro Systems Limited,EQ,27-DEC-2024,5,1,INE037Z01029,5,2026-02-18 17:27:57.692675
CGCL,Capri Global Capital Limited,EQ,29-OCT-2010,1,1,INE180C01042,1,2026-02-18 17:27:57.692675
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2,2026-02-18 17:27:57.692675
CHALET,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10,2026-02-18 17:27:57.692675
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10,2026-02-18 17:27:57.692675
CHEMBOND,Chembond Material Technologies Limited,EQ,20-NOV-2019,5,1,INE995D01025,5,2026-02-18 17:27:57.692675
CHEMBONDCH,Chembond Chemicals Limited,EQ,23-JUL-2025,5,1,INE0TGX01019,5,2026-02-18 17:27:57.692675
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10,1,INE03YM01018,10,2026-02-18 17:27:57.692675
CHEMFAB,Chemfab Alkalis Limited,EQ,25-APR-2018,10,1,INE783X01023,10,2026-02-18 17:27:57.692675
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-AUG-2021,5,1,INE488A01050,5,2026-02-18 17:27:57.692675
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10,2026-02-18 17:27:57.692675
CHEVIOT,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10,2026-02-18 17:27:57.692675
CHOICEIN,Choice International Limited,EQ,08-APR-2022,10,1,INE102B01014,10,2026-02-18 17:27:57.692675
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2,1,INE121A01024,2,2026-02-18 17:27:57.692675
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1,2026-02-18 17:27:57.692675
CIEINDIA,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10,2026-02-18 17:27:57.692675
CIFL,Capital India Finance Limited,EQ,17-APR-2025,2,1,INE345H01024,2,2026-02-18 17:27:57.692675
CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10,2026-02-18 17:27:57.692675
CINELINE,Cineline India Limited,EQ,13-JUN-2012,5,1,INE704H01022,5,2026-02-18 17:27:57.692675
CINEVISTA,Cinevista Limited,EQ,02-MAY-2000,2,1,INE039B01026,2,2026-02-18 17:27:57.692675
CIPLA,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2,2026-02-18 17:27:57.692675
CLEAN,Clean Science and Technology Limited,EQ,19-JUL-2021,1,1,INE227W01023,1,2026-02-18 17:27:57.692675
CLEDUCATE,CL Educate Limited,EQ,31-MAR-2017,5,1,INE201M01029,5,2026-02-18 17:27:57.692675
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,INE419D01026,2,2026-02-18 17:27:57.692675
CMSINFO,CMS Info Systems Limited,EQ,31-DEC-2021,10,1,INE925R01014,10,2026-02-18 17:27:57.692675
CNL,Creative Newtech Limited,EQ,05-AUG-2019,10,1,INE985W01018,10,2026-02-18 17:27:57.692675
COALINDIA,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10,2026-02-18 17:27:57.692675
COCHINSHIP,Cochin Shipyard Limited,EQ,11-AUG-2017,5,1,INE704P01025,5,2026-02-18 17:27:57.692675
COFFEEDAY,Coffee Day Enterprises Limited,EQ,02-NOV-2015,10,1,INE335K01011,10,2026-02-18 17:27:57.692675
COFORGE,Coforge Limited,EQ,30-AUG-2004,2,1,INE591G01025,2,2026-02-18 17:27:57.692675
COHANCE,Cohance Lifesciences Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1,2026-02-18 17:27:57.692675
COLPAL,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1,2026-02-18 17:27:57.692675
COMPUSOFT,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2,2026-02-18 17:27:57.692675
COMSYN,Commercial Syn Bags Limited,EQ,23-JAN-2024,10,1,INE073V01015,10,2026-02-18 17:27:57.692675
CONCOR,Container Corporation of India Limited,EQ,07-MAY-1997,5,1,INE111A01025,5,2026-02-18 17:27:57.692675
CONCORDBIO,Concord Biotech Limited,EQ,18-AUG-2023,1,1,INE338H01029,1,2026-02-18 17:27:57.692675
CONFIPET,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,INE552D01024,1,2026-02-18 17:27:57.692675
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10,2026-02-18 17:27:57.692675
CONTROLPR,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10,2026-02-18 17:27:57.692675
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2,2026-02-18 17:27:57.692675
CORDSCABLE,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10,2026-02-18 17:27:57.692675
COROMANDEL,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1,2026-02-18 17:27:57.692675
CORONA,CORONA Remedies Limited,EQ,15-DEC-2025,10,1,INE02ZQ01018,10,2026-02-18 17:27:57.692675
COSMOFIRST,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10,2026-02-18 17:27:57.692675
COUNCODOS,Country Condo's Limited,EQ,22-JAN-2009,1,1,INE695B01025,1,2026-02-18 17:27:57.692675
CPCAP,CP Capital Limited,EQ,06-OCT-2010,10,1,INE521J01018,10,2026-02-18 17:27:57.692675
CPEDU,Career Point Edutech Limited,EQ,05-SEP-2025,10,1,INE0P6P01016,10,2026-02-18 17:27:57.692675
CPPLUS,Aditya Infotech Limited,EQ,05-AUG-2025,1,1,INE819V01029,1,2026-02-18 17:27:57.692675
CRAFTSMAN,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5,2026-02-18 17:27:57.692675
CRAMC,Canara Robeco Asset Management Company Limited,EQ,16-OCT-2025,10,1,INE218I01013,10,2026-02-18 17:27:57.692675
CREATIVEYE,Creative Eye Limited,EQ,20-DEC-2000,5,1,INE230B01021,5,2026-02-18 17:27:57.692675
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10,2026-02-18 17:27:57.692675
CREST,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10,2026-02-18 17:27:57.692675
CRISIL,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1,2026-02-18 17:27:57.692675
CRIZAC,Crizac Limited,EQ,09-JUL-2025,2,1,INE0S4R01014,2,2026-02-18 17:27:57.692675
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2,2026-02-18 17:27:57.692675
CROWN,Crown Lifters Limited,EQ,08-FEB-2022,10,1,INE491V01019,10,2026-02-18 17:27:57.692675
CSBBANK,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10,2026-02-18 17:27:57.692675
CSLFINANCE,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10,2026-02-18 17:27:57.692675
CTE,Cambridge Technology Enterprises Limited,EQ,07-FEB-2007,10,1,INE627H01017,10,2026-02-18 17:27:57.692675
CUB,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1,2026-02-18 17:27:57.692675
CUBEXTUB,Cubex Tubings Limited,EQ,24-APR-1996,10,1,INE144D01012,10,2026-02-18 17:27:57.692675
CUMMINSIND,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2,2026-02-18 17:27:57.692675
CUPID,Cupid Limited,EQ,16-SEP-2016,1,1,INE509F01029,1,2026-02-18 17:27:57.692675
CYBERMEDIA,Cyber Media (India) Limited,EQ,10-JUN-2005,10,1,INE278G01037,10,2026-02-18 17:27:57.692675
CYBERTECH,Cybertech Systems And Software Limited,EQ,27-JAN-1999,10,1,INE214A01019,10,2026-02-18 17:27:57.692675
CYIENT,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5,2026-02-18 17:27:57.692675
CYIENTDLM,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10,2026-02-18 17:27:57.692675
DABUR,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1,2026-02-18 17:27:57.692675
DALBHARAT,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2,2026-02-18 17:27:57.692675
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2,2026-02-18 17:27:57.692675
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-DEC-2024,2,1,INE284H01025,2,2026-02-18 17:27:57.692675
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5,2026-02-18 17:27:57.692675
DANGEE,Dangee Dums Limited,EQ,13-NOV-2020,1,1,INE688Y01022,1,2026-02-18 17:27:57.692675
DATAMATICS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5,2026-02-18 17:27:57.692675
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2,2026-02-18 17:27:57.692675
