symbol,company_name,series,date of listing,paid up value,market lot,isin number,face value,ingestion_time
DOLATALGO,Dolat Algotech Limited,EQ,12-JAN-2024,1,1,INE966A01022,1,2026-02-18 17:27:57.692675
DOLLAR,Dollar Industries Limited,EQ,21-APR-2017,2,1,INE325C01035,2,2026-02-18 17:27:57.692675
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,EQ,21-AUG-2023,1,1,INE920A01037,1,2026-02-18 17:27:57.692675
DOMS,DOMS Industries Limited,EQ,20-DEC-2023,10,1,INE321T01012,10,2026-02-18 17:27:57.692675
DONEAR,Donear Industries Limited,EQ,20-DEC-2006,2,1,INE668D01028,2,2026-02-18 17:27:57.692675
DPABHUSHAN,D. P. Abhushan Limited,EQ,03-NOV-2020,10,1,INE266Y01019,10,2026-02-18 17:27:57.692675
DPSCLTD,DPSC Limited,EQ,21-APR-2008,1,1,INE360C01024,1,2026-02-18 17:27:57.692675
DPWIRES,D P Wires Limited,EQ,17-JAN-2020,10,1,INE864X01013,10,2026-02-18 17:27:57.692675
DRCSYSTEMS,DRC Systems India Limited,EQ,10-MAR-2021,1,1,INE03RS01027,1,2026-02-18 17:27:57.692675
DREAMFOLKS,Dreamfolks Services Limited,EQ,06-SEP-2022,2,1,INE0JS101016,2,2026-02-18 17:27:57.692675
DREDGECORP,Dredging Corporation of India Limited,EQ,15-JAN-2004,10,1,INE506A01018,10,2026-02-18 17:27:57.692675
DRREDDY,Dr. Reddy's Laboratories Limited,EQ,30-MAY-2003,1,1,INE089A01031,1,2026-02-18 17:27:57.692675
DSSL,Dynacons Systems & Solutions Limited,EQ,01-DEC-2011,10,1,INE417B01040,10,2026-02-18 17:27:57.692675
DTIL,Dhunseri Tea & Industries Limited,EQ,20-JAN-2015,10,1,INE341R01014,10,2026-02-18 17:27:57.692675
DUCON,Ducon Infratechnologies Limited,EQ,09-OCT-2012,1,1,INE741L01018,1,2026-02-18 17:27:57.692675
DVL,Dhunseri Ventures Limited,EQ,11-JAN-2008,10,1,INE477B01010,10,2026-02-18 17:27:57.692675
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,31-DEC-2004,1,1,INE366A01041,1,2026-02-18 17:27:57.692675
DYCL,Dynamic Cables Limited,EQ,27-JUL-2022,10,1,INE600Y01019,10,2026-02-18 17:27:57.692675
DYNAMATECH,Dynamatic Technologies Limited,EQ,14-SEP-2006,10,1,INE221B01012,10,2026-02-18 17:27:57.692675
DYNPRO,Dynemic Products Limited,EQ,19-JUL-2017,10,1,INE256H01015,10,2026-02-18 17:27:57.692675
E2E,E2E Networks Limited,EQ,12-APR-2022,10,1,INE255Z01019,10,2026-02-18 17:27:57.692675
EASEMYTRIP,Easy Trip Planners Limited,EQ,19-MAR-2021,1,1,INE07O001026,1,2026-02-18 17:27:57.692675
EBGNG,GNG Electronics Limited,EQ,30-JUL-2025,2,1,INE18JU01028,2,2026-02-18 17:27:57.692675
ECLERX,eClerx Services Limited,EQ,31-DEC-2007,10,1,INE738I01010,10,2026-02-18 17:27:57.692675
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,EQ,04-SEP-2024,2,1,INE06HJ01020,2,2026-02-18 17:27:57.692675
EDELWEISS,Edelweiss Financial Services Limited,EQ,12-DEC-2007,1,1,INE532F01054,1,2026-02-18 17:27:57.692675
EFCIL,EFC (I) Limited,EQ,20-AUG-2025,2,1,INE886D01026,2,2026-02-18 17:27:57.692675
EICHERMOT,Eicher Motors Limited,EQ,07-SEP-2004,1,1,INE066A01021,1,2026-02-18 17:27:57.692675
EIDPARRY,EID Parry India Limited,EQ,10-MAY-1995,1,1,INE126A01031,1,2026-02-18 17:27:57.692675
EIEL,Enviro Infra Engineers Limited,EQ,29-NOV-2024,10,1,INE0LLY01014,10,2026-02-18 17:27:57.692675
EIFFL,Euro India Fresh Foods Limited,EQ,12-OCT-2021,10,1,INE546V01010,10,2026-02-18 17:27:57.692675
EIHAHOTELS,EIH Associated Hotels Limited,EQ,08-APR-2008,10,1,INE276C01014,10,2026-02-18 17:27:57.692675
EIHOTEL,EIH Limited,EQ,08-FEB-1995,2,1,INE230A01023,2,2026-02-18 17:27:57.692675
EIMCOELECO,Eimco Elecon (India) Limited,EQ,17-APR-1996,10,1,INE158B01016,10,2026-02-18 17:27:57.692675
EKC,Everest Kanto Cylinder Limited,EQ,15-DEC-2005,2,1,INE184H01027,2,2026-02-18 17:27:57.692675
ELDEHSG,Eldeco Housing And Industries Limited,EQ,12-APR-2022,2,1,INE668G01021,2,2026-02-18 17:27:57.692675
ELECON,Elecon Engineering Company Limited,EQ,29-SEP-2006,1,1,INE205B01031,1,2026-02-18 17:27:57.692675
ELECTCAST,Electrosteel Castings Limited,EQ,20-JUN-2003,1,1,INE086A01029,1,2026-02-18 17:27:57.692675
ELECTHERM,Electrotherm (India) Limited,EQ,20-AUG-2007,10,1,INE822G01016,10,2026-02-18 17:27:57.692675
ELGIEQUIP,Elgi Equipments Limited,EQ,22-NOV-1995,1,1,INE285A01027,1,2026-02-18 17:27:57.692675
ELGIRUBCO,Elgi Rubber Company Limited,EQ,10-AUG-2011,1,1,INE819L01012,1,2026-02-18 17:27:57.692675
ELIN,Elin Electronics Limited,EQ,30-DEC-2022,5,1,INE050401020,5,2026-02-18 17:27:57.692675
ELLEN,Ellenbarrie Industrial Gases Limited,EQ,01-JUL-2025,2,1,INE236E01022,2,2026-02-18 17:27:57.692675
EMAMILTD,Emami Limited,EQ,03-AUG-2006,1,1,INE548C01032,1,2026-02-18 17:27:57.692675
EMAMIPAP,Emami Paper Mills Limited,EQ,30-MAY-2019,2,1,INE830C01026,2,2026-02-18 17:27:57.692675
EMAMIREAL,Emami Realty Limited,EQ,28-JUL-2010,2,1,INE778K01012,2,2026-02-18 17:27:57.692675
EMCURE,Emcure Pharmaceuticals Limited,EQ,10-JUL-2024,10,1,INE168P01015,10,2026-02-18 17:27:57.692675
EMIL,Electronics Mart India Limited,EQ,17-OCT-2022,10,1,INE02YR01019,10,2026-02-18 17:27:57.692675
EMKAY,Emkay Global Financial Services Limited,EQ,28-APR-2006,10,1,INE296H01011,10,2026-02-18 17:27:57.692675
EMMBI,Emmbi Industries Limited,EQ,24-FEB-2010,10,1,INE753K01015,10,2026-02-18 17:27:57.692675
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,18-NOV-2025,2,1,INE1C6T01020,2,2026-02-18 17:27:57.692675
EMSLIMITED,EMS Limited,EQ,21-SEP-2023,10,1,INE0OV601013,10,2026-02-18 17:27:57.692675
EMUDHRA,eMudhra Limited,EQ,01-JUN-2022,5,1,INE01QM01018,5,2026-02-18 17:27:57.692675
ENDURANCE,Endurance Technologies Limited,EQ,19-OCT-2016,10,1,INE913H01037,10,2026-02-18 17:27:57.692675
ENGINERSIN,Engineers India Limited,EQ,20-AUG-1997,5,1,INE510A01028,5,2026-02-18 17:27:57.692675
ENIL,Entertainment Network (India) Limited,EQ,15-FEB-2006,10,1,INE265F01028,10,2026-02-18 17:27:57.692675
ENRIN,Siemens Energy India Limited,EQ,19-JUN-2025,2,1,INE1NPP01017,2,2026-02-18 17:27:57.692675
ENTERO,Entero Healthcare Solutions Limited,EQ,16-FEB-2024,10,1,INE010601016,10,2026-02-18 17:27:57.692675
EPACK,EPACK Durable Limited,EQ,30-JAN-2024,10,1,INE0G5901015,10,2026-02-18 17:27:57.692675
EPACKPEB,EPack Prefab Technologies Limited,EQ,01-OCT-2025,2,1,INE0MLS01022,2,2026-02-18 17:27:57.692675
EPIGRAL,Epigral Limited,EQ,18-AUG-2021,10,1,INE071N01016,10,2026-02-18 17:27:57.692675
EPL,EPL Limited,EQ,11-FEB-2002,2,1,INE255A01020,2,2026-02-18 17:27:57.692675
EQUITASBNK,Equitas Small Finance Bank Limited,EQ,02-NOV-2020,10,1,INE063P01018,10,2026-02-18 17:27:57.692675
ERIS,Eris Lifesciences Limited,EQ,29-JUN-2017,1,1,INE406M01024,1,2026-02-18 17:27:57.692675
ESABINDIA,Esab India Limited,EQ,01-NOV-1995,10,1,INE284A01012,10,2026-02-18 17:27:57.692675
ESAFSFB,ESAF Small Finance Bank Limited,EQ,10-NOV-2023,10,1,INE818W01011,10,2026-02-18 17:27:57.692675
ESCORTS,Escorts Kubota Limited,EQ,01-MAR-1995,10,1,INE042A01014,10,2026-02-18 17:27:57.692675
ESSARSHPNG,Essar Shipping Limited,EQ,15-NOV-2011,10,1,INE122M01019,10,2026-02-18 17:27:57.692675
ESSENTIA,Integra Essentia Limited,EQ,20-AUG-2013,1,1,INE418N01035,1,2026-02-18 17:27:57.692675
ESTER,Ester Industries Limited,EQ,20-JUN-2011,5,1,INE778B01029,5,2026-02-18 17:27:57.692675
ETERNAL,ETERNAL LIMITED,EQ,23-JUL-2021,1,1,INE758T01015,1,2026-02-18 17:27:57.692675
ETHOSLTD,Ethos Limited,EQ,30-MAY-2022,10,1,INE04TZ01018,10,2026-02-18 17:27:57.692675
EUREKAFORB,Eureka Forbes Limited,EQ,11-SEP-2024,10,1,INE0KCE01017,10,2026-02-18 17:27:57.692675
EUROBOND,Euro Panel Products Limited,EQ,01-AUG-2025,10,1,INE505V01016,10,2026-02-18 17:27:57.692675
EUROPRATIK,Euro Pratik Sales Limited,EQ,23-SEP-2025,1,1,INE198501012,1,2026-02-18 17:27:57.692675
EVEREADY,Eveready Industries India Limited,EQ,27-APR-2005,5,1,INE128A01029,5,2026-02-18 17:27:57.692675
EVERESTIND,Everest Industries Limited,EQ,29-MAR-1995,10,1,INE295A01018,10,2026-02-18 17:27:57.692675
EXCEL,Excel Realty N Infra Limited,EQ,03-AUG-2009,1,1,INE688J01023,1,2026-02-18 17:27:57.692675
EXCELINDUS,Excel Industries Limited,EQ,16-JUN-2004,5,1,INE369A01029,5,2026-02-18 17:27:57.692675
EXCELSOFT,Excelsoft Technologies Limited,EQ,26-NOV-2025,10,1,INE606N01019,10,2026-02-18 17:27:57.692675
EXICOM,Exicom Tele-Systems Limited,EQ,05-MAR-2024,10,1,INE777F01014,10,2026-02-18 17:27:57.692675
EXIDEIND,Exide Industries Limited,EQ,17-JUN-2003,1,1,INE302A01020,1,2026-02-18 17:27:57.692675
EXPLEOSOL,Expleo Solutions Limited,EQ,26-OCT-2009,10,1,INE201K01015,10,2026-02-18 17:27:57.692675
FABTECH,Fabtech Technologies Limited,EQ,07-OCT-2025,10,1,INE0HF201011,10,2026-02-18 17:27:57.692675
FACT,Fertilizers and Chemicals Travancore Limited,EQ,12-APR-1995,10,1,INE188A01015,10,2026-02-18 17:27:57.692675
FAIRCHEMOR,Fairchem Organics Limited,EQ,24-DEC-2020,10,1,INE0DNW01011,10,2026-02-18 17:27:57.692675
FAZE3Q,Faze Three Limited,EQ,18-NOV-2022,10,1,INE963C01033,10,2026-02-18 17:27:57.692675
FCL,Fineotex Chemical Limited,EQ,15-JAN-2015,1,1,INE045J01034,1,2026-02-18 17:27:57.692675
FCSSOFT,FCS Software Solutions Limited,EQ,21-SEP-2005,1,1,INE512B01022,1,2026-02-18 17:27:57.692675
FDC,FDC Limited,EQ,07-AUG-1997,1,1,INE258B01022,1,2026-02-18 17:27:57.692675
FEDERALBNK,The Federal Bank  Limited,EQ,08-FEB-1995,2,1,INE171A01029,2,2026-02-18 17:27:57.692675
FEDFINA,Fedbank Financial Services Limited,EQ,30-NOV-2023,10,1,INE007N01010,10,2026-02-18 17:27:57.692675
FIBERWEB,Fiberweb (India) Limited,EQ,16-FEB-2022,10,1,INE296C01020,10,2026-02-18 17:27:57.692675
FIEMIND,Fiem Industries Limited,EQ,19-OCT-2006,10,1,INE737H01014,10,2026-02-18 17:27:57.692675
FILATEX,Filatex India Limited,EQ,29-AUG-2011,1,1,INE816B01035,1,2026-02-18 17:27:57.692675
FILATFASH,Filatex Fashions Limited,EQ,06-MAY-2024,1,1,INE185E01021,1,2026-02-18 17:27:57.692675
FINCABLES,Finolex Cables Limited,EQ,15-FEB-1995,2,1,INE235A01022,2,2026-02-18 17:27:57.692675
FINEORG,Fine Organic Industries Limited,EQ,02-JUL-2018,5,1,INE686Y01026,5,2026-02-18 17:27:57.692675
FINKURVE,Finkurve Financial Services Limited,EQ,01-OCT-2025,1,1,INE734I01027,1,2026-02-18 17:27:57.692675
FINOPB,Fino Payments Bank Limited,EQ,12-NOV-2021,10,1,INE02NC01014,10,2026-02-18 17:27:57.692675
FINPIPE,Finolex Industries Limited,EQ,08-FEB-1995,2,1,INE183A01024,2,2026-02-18 17:27:57.692675
FIRSTCRY,Brainbees Solutions Limited,EQ,13-AUG-2024,2,1,INE02RE01045,2,2026-02-18 17:27:57.692675
FISCHER,Fischer Medical Ventures Limited,EQ,10-JUL-2025,1,1,INE771F01041,1,2026-02-18 17:27:57.692675
FIVESTAR,Five-Star Business Finance Limited,EQ,21-NOV-2022,1,1,INE128S01021,1,2026-02-18 17:27:57.692675
FLAIR,Flair Writing Industries Limited,EQ,01-DEC-2023,5,1,INE00Y201027,5,2026-02-18 17:27:57.692675
FLEXITUFF,Flexituff Ventures International Limited,EQ,19-OCT-2011,10,1,INE060J01017,10,2026-02-18 17:27:57.692675
FLUOROCHEM,Gujarat Fluorochemicals Limited,EQ,16-OCT-2019,1,1,INE09N301011,1,2026-02-18 17:27:57.692675
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,08-FEB-1995,10,1,INE529A01010,10,2026-02-18 17:27:57.692675
FMNL,Future Market Networks Limited,EQ,31-DEC-2010,10,1,INE360L01017,10,2026-02-18 17:27:57.692675
FOCUS,Focus Lighting and Fixtures Limited,EQ,24-NOV-2021,2,1,INE593W01028,2,2026-02-18 17:27:57.692675
FOODSIN,Foods & Inns Limited,EQ,16-NOV-2021,1,1,INE976E01023,1,2026-02-18 17:27:57.692675
FORCEMOT,FORCE MOTORS LTD,EQ,14-FEB-2024,10,1,INE451A01017,10,2026-02-18 17:27:57.692675
FORTIS,Fortis Healthcare Limited,EQ,09-MAY-2007,10,1,INE061F01013,10,2026-02-18 17:27:57.692675
FOSECOIND,Foseco India Limited,EQ,05-MAY-2003,10,1,INE519A01011,10,2026-02-18 17:27:57.692675
FRACTAL,Fractal Analytics Limited,EQ,16-FEB-2026,1,1,INE212S01015,1,2026-02-18 17:27:57.692675
FSL,Firstsource Solutions Limited,EQ,22-FEB-2007,10,1,INE684F01012,10,2026-02-18 17:27:57.692675
FUSION,Fusion Finance Limited,EQ,15-NOV-2022,10,1,INE139R01012,10,2026-02-18 17:27:57.692675
GABRIEL,Gabriel India Limited,EQ,20-APR-2005,1,1,INE524A01029,1,2026-02-18 17:27:57.692675
GAEL,Gujarat Ambuja Exports Limited,EQ,11-OCT-2000,1,1,INE036B01030,1,2026-02-18 17:27:57.692675
GAIL,GAIL (India) Limited,EQ,02-APR-1997,10,1,INE129A01019,10,2026-02-18 17:27:57.692675
GALAPREC,Gala Precision Engineering Limited,EQ,09-SEP-2024,10,1,INE0RE001014,10,2026-02-18 17:27:57.692675
GALAXYSURF,Galaxy Surfactants Limited,EQ,08-FEB-2018,10,1,INE600K01018,10,2026-02-18 17:27:57.692675
GALLANTT,Gallantt Ispat Limited,EQ,04-APR-2006,10,1,INE297H01019,10,2026-02-18 17:27:57.692675
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,30-NOV-2023,2,1,INE717W01049,2,2026-02-18 17:27:57.692675
GANDHITUBE,Gandhi Special Tubes Limited,EQ,31-JAN-2007,5,1,INE524B01027,5,2026-02-18 17:27:57.692675
GANECOS,Ganesha Ecosphere Limited,EQ,09-MAR-2015,10,1,INE845D01014,10,2026-02-18 17:27:57.692675
GANESHBE,Ganesh Benzoplast Limited,EQ,16-SEP-2021,1,1,INE388A01029,1,2026-02-18 17:27:57.692675
GANESHCP,Ganesh Consumer Products Limited,EQ,29-SEP-2025,10,1,INE652V01016,10,2026-02-18 17:27:57.692675
GANESHHOU,GANESH HOUSING LIMITED,EQ,02-MAR-2007,10,1,INE460C01014,10,2026-02-18 17:27:57.692675
GANGAFORGE,Ganga Forging Limited,EQ,06-JUL-2021,1,1,INE691Z01023,1,2026-02-18 17:27:57.692675
GANGESSECU,Ganges Securities Limited,EQ,28-JUL-2017,10,1,INE335W01016,10,2026-02-18 17:27:57.692675
GARFIBRES,Garware Technical Fibres Limited,EQ,03-APR-2007,10,1,INE276A01018,10,2026-02-18 17:27:57.692675
GARUDA,Garuda Construction and Engineering Limited,EQ,15-OCT-2024,5,1,INE0JVO01026,5,2026-02-18 17:27:57.692675
GATECH,GACM Technologies Limited,EQ,25-JUL-2016,1,1,INE224E01028,1,2026-02-18 17:27:57.692675
GATECHDVR,GACM Technologies Limited,EQ,10-OCT-2017,1,1,INE224E01036,1,2026-02-18 17:27:57.692675
GATEWAY,Gateway Distriparks Limited,EQ,22-MAR-2022,10,1,INE079J01017,10,2026-02-18 17:27:57.692675
GAYAHWS,Gayatri Highways Limited,EQ,28-JUN-2018,2,1,INE287Z01012,2,2026-02-18 17:27:57.692675
GEECEE,GeeCee Ventures Limited,EQ,04-OCT-2006,10,1,INE916G01016,10,2026-02-18 17:27:57.692675
GEEKAYWIRE,Geekay Wires Limited,EQ,06-MAR-2020,1,1,INE669X01032,1,2026-02-18 17:27:57.692675
GEMAROMA,Gem Aromatics Limited,EQ,26-AUG-2025,2,1,INE06XZ01023,2,2026-02-18 17:27:57.692675
GENCON,Generic Engineering Construction and Projects Limited,EQ,16-FEB-2021,5,1,INE854S01022,5,2026-02-18 17:27:57.692675
GENESYS,Genesys International Corporation Limited,EQ,23-JAN-2003,5,1,INE727B01026,5,2026-02-18 17:27:57.692675
GENUSPAPER,Genus Paper & Boards Limited,EQ,16-FEB-2015,1,1,INE949P01018,1,2026-02-18 17:27:57.692675
GEOJITFSL,Geojit Financial Services Limited,EQ,01-JUL-2005,1,1,INE007B01023,1,2026-02-18 17:27:57.692675
GESHIP,The Great Eastern Shipping Company Limited,EQ,27-NOV-2006,10,1,INE017A01032,10,2026-02-18 17:27:57.692675
GFLLIMITED,GFL Limited,EQ,25-MAY-1995,1,1,INE538A01037,1,2026-02-18 17:27:57.692675
GHCL,GHCL Limited,EQ,31-JUL-2003,10,1,INE539A01019,10,2026-02-18 17:27:57.692675
GHCLTEXTIL,GHCL Textiles Limited,EQ,12-JUN-2023,2,1,INE0PA801013,2,2026-02-18 17:27:57.692675
GICHSGFIN,GIC Housing Finance Limited,EQ,08-MAY-1996,10,1,INE289B01019,10,2026-02-18 17:27:57.692675
GICRE,General Insurance Corporation of India,EQ,25-OCT-2017,5,1,INE481Y01014,5,2026-02-18 17:27:57.692675
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,14-DEC-2009,10,1,INE047B01011,10,2026-02-18 17:27:57.692675
GILLETTE,Gillette India Limited,EQ,30-JUL-2003,10,1,INE322A01010,10,2026-02-18 17:27:57.692675
GINNIFILA,Ginni Filaments Limited,EQ,10-MAY-1995,10,1,INE424C01010,10,2026-02-18 17:27:57.692675
GIPCL,Gujarat Industries Power Company Limited,EQ,08-FEB-1995,10,1,INE162A01010,10,2026-02-18 17:27:57.692675
GKENERGY,GK Energy Limited,EQ,26-SEP-2025,2,1,INE1AG301022,2,2026-02-18 17:27:57.692675
GKSL,Gujarat Kidney And Super Speciality Limited,EQ,30-DEC-2025,2,1,INE0V0W01025,2,2026-02-18 17:27:57.692675
GKWLIMITED,GKW Limited,EQ,20-JUL-2009,10,1,INE528A01020,10,2026-02-18 17:27:57.692675
GLAND,Gland Pharma Limited,EQ,20-NOV-2020,1,1,INE068V01023,1,2026-02-18 17:27:57.692675
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,15-DEC-2000,10,1,INE159A01016,10,2026-02-18 17:27:57.692675
GLENMARK,Glenmark Pharmaceuticals Limited,EQ,07-FEB-2000,1,1,INE935A01035,1,2026-02-18 17:27:57.692675
GLFL,Gujarat Lease Financing Limited,EQ,08-FEB-1995,10,1,INE540A01017,10,2026-02-18 17:27:57.692675
GLOBALE,Globale Tessile Limited,EQ,27-AUG-2024,10,1,INE0URU01010,10,2026-02-18 17:27:57.692675
GLOBALVECT,Global Vectra Helicorp Limited,EQ,27-OCT-2006,10,1,INE792H01019,10,2026-02-18 17:27:57.692675
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,EQ,07-OCT-2020,2,1,INE581X01021,2,2026-02-18 17:27:57.692675
GLOBECIVIL,Globe Civil Projects Limited,EQ,01-JUL-2025,10,1,INE0V3U01015,10,2026-02-18 17:27:57.692675
GLOBUSSPR,Globus Spirits Limited,EQ,23-SEP-2009,10,1,INE615I01010,10,2026-02-18 17:27:57.692675
GLOSTERLTD,Gloster Limited,EQ,26-APR-2024,10,1,INE350Z01018,10,2026-02-18 17:27:57.692675
GLOTTIS,Glottis Limited,EQ,07-OCT-2025,2,1,INE0TQE01026,2,2026-02-18 17:27:57.692675
GMBREW,GM Breweries Limited,EQ,23-AUG-1995,10,1,INE075D01018,10,2026-02-18 17:27:57.692675
GMDCLTD,Gujarat Mineral Development Corporation Limited,EQ,17-DEC-1997,2,1,INE131A01031,2,2026-02-18 17:27:57.692675
GMMPFAUDLR,GMM Pfaudler Limited,EQ,05-MAR-2018,2,1,INE541A01023,2,2026-02-18 17:27:57.692675
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,21-AUG-2006,1,1,INE776C01039,1,2026-02-18 17:27:57.692675
GMRP&UI,GMR Power and Urban Infra Limited,EQ,23-MAR-2022,5,1,INE0CU601026,5,2026-02-18 17:27:57.692675
GNA,GNA Axles Limited,EQ,26-SEP-2016,10,1,INE934S01014,10,2026-02-18 17:27:57.692675
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,17-MAY-1995,10,1,INE113A01013,10,2026-02-18 17:27:57.692675
GOACARBON,Goa Carbon Limited,EQ,05-JUN-2007,10,1,INE426D01013,10,2026-02-18 17:27:57.692675
GOCLCORP,GOCL Corporation Limited,EQ,26-JUN-2014,2,1,INE077F01035,2,2026-02-18 17:27:57.692675
GOCOLORS,Go Fashion (India) Limited,EQ,30-NOV-2021,10,1,INE0BJS01011,10,2026-02-18 17:27:57.692675
GODAVARIB,Godavari Biorefineries Limited,EQ,30-OCT-2024,10,1,INE497S01012,10,2026-02-18 17:27:57.692675
GODFRYPHLP,Godfrey Phillips India Limited,EQ,24-JUL-1996,2,1,INE260B01028,2,2026-02-18 17:27:57.692675
GODIGIT,Go Digit General Insurance Limited,EQ,23-MAY-2024,10,1,INE03JT01014,10,2026-02-18 17:27:57.692675
GODREJAGRO,Godrej Agrovet Limited,EQ,16-OCT-2017,10,1,INE850D01014,10,2026-02-18 17:27:57.692675
GODREJCP,Godrej Consumer Products Limited,EQ,20-JUN-2001,1,1,INE102D01028,1,2026-02-18 17:27:57.692675
GODREJIND,Godrej Industries Limited,EQ,25-FEB-2003,1,1,INE233A01035,1,2026-02-18 17:27:57.692675
GODREJPROP,Godrej Properties Limited,EQ,05-JAN-2010,5,1,INE484J01027,5,2026-02-18 17:27:57.692675
GOKEX,Gokaldas Exports Limited,EQ,27-APR-2005,5,1,INE887G01027,5,2026-02-18 17:27:57.692675
GOKUL,Gokul Refoils and Solvent Limited,EQ,04-JUN-2008,2,1,INE020J01029,2,2026-02-18 17:27:57.692675
GOKULAGRO,Gokul Agro Resources Limited,EQ,11-MAR-2016,1,1,INE314T01033,1,2026-02-18 17:27:57.692675
GOLDIAM,Goldiam International Limited,EQ,29-AUG-2005,2,1,INE025B01025,2,2026-02-18 17:27:57.692675
GOLDTECH,AION-TECH SOLUTIONS LIMITED,EQ,11-APR-2001,10,1,INE805A01014,10,2026-02-18 17:27:57.692675
GOODLUCK,Goodluck India Limited,EQ,08-JAN-2015,2,1,INE127I01024,2,2026-02-18 17:27:57.692675
GOPAL,Gopal Snacks Limited,EQ,14-MAR-2024,1,1,INE0L9R01028,1,2026-02-18 17:27:57.692675
GPIL,Godawari Power And Ispat limited,EQ,25-APR-2006,1,1,INE177H01039,1,2026-02-18 17:27:57.692675
GPPL,Gujarat Pipavav Port Limited,EQ,09-SEP-2010,10,1,INE517F01014,10,2026-02-18 17:27:57.692675
GPTHEALTH,GPT Healthcare Limited,EQ,29-FEB-2024,10,1,INE486R01017,10,2026-02-18 17:27:57.692675
GPTINFRA,GPT Infraprojects Limited,EQ,11-JUL-2016,10,1,INE390G01014,10,2026-02-18 17:27:57.692675
GRANULES,Granules India Limited,EQ,20-JUN-2005,1,1,INE101D01020,1,2026-02-18 17:27:57.692675
GRAPHITE,Graphite India Limited,EQ,07-FEB-2003,2,1,INE371A01025,2,2026-02-18 17:27:57.692675
GRASIM,Grasim Industries Limited,EQ,10-MAY-1995,2,1,INE047A01021,2,2026-02-18 17:27:57.692675
GRAVITA,Gravita India Limited,EQ,16-NOV-2010,2,1,INE024L01027,2,2026-02-18 17:27:57.692675
GREAVESCOT,Greaves Cotton Limited,EQ,09-SEP-2004,2,1,INE224A01026,2,2026-02-18 17:27:57.692675
GREENLAM,Greenlam Industries Limited,EQ,02-MAR-2015,1,1,INE544R01021,1,2026-02-18 17:27:57.692675
GREENPANEL,Greenpanel Industries Limited,EQ,23-OCT-2019,1,1,INE08ZM01014,1,2026-02-18 17:27:57.692675
GREENPLY,Greenply Industries Limited,EQ,06-MAR-1996,1,1,INE461C01038,1,2026-02-18 17:27:57.692675
GREENPOWER,Orient Green Power Company Limited,EQ,08-OCT-2010,10,1,INE999K01014,10,2026-02-18 17:27:57.692675
GRINDWELL,Grindwell Norton Limited,EQ,11-SEP-2006,5,1,INE536A01023,5,2026-02-18 17:27:57.692675
GRINFRA,G R Infraprojects Limited,EQ,19-JUL-2021,5,1,INE201P01022,5,2026-02-18 17:27:57.692675
GRMOVER,GRM Overseas Limited,EQ,07-SEP-2022,2,1,INE192H01020,2,2026-02-18 17:27:57.692675
GROBTEA,The Grob Tea Company Limited,EQ,14-JUL-2016,10,1,INE646C01018,10,2026-02-18 17:27:57.692675
GROWW,Billionbrains Garage Ventures Limited,EQ,12-NOV-2025,2,1,INE0HOQ01053,2,2026-02-18 17:27:57.692675
GRPLTD,GRP Limited,EQ,12-FEB-2015,10,1,INE137I01015,10,2026-02-18 17:27:57.692675
GRSE,Garden Reach Shipbuilders & Engineers Limited,EQ,10-OCT-2018,10,1,INE382Z01011,10,2026-02-18 17:27:57.692675
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,03-FEB-2022,10,1,INE291A01017,10,2026-02-18 17:27:57.692675
GSFC,Gujarat State Fertilizers & Chemicals Limited,EQ,06-SEP-1995,2,1,INE026A01025,2,2026-02-18 17:27:57.692675
GSPL,Gujarat State Petronet Limited,EQ,16-FEB-2006,10,1,INE246F01010,10,2026-02-18 17:27:57.692675
GSS,GSS Infotech Limited,EQ,07-MAR-2008,10,1,INE871H01011,10,2026-02-18 17:27:57.692675
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,EQ,13-NOV-2020,10,1,INE586X01012,10,2026-02-18 17:27:57.692675
GTL,GTL Limited,EQ,29-MAR-1995,10,1,INE043A01012,10,2026-02-18 17:27:57.692675
GTLINFRA,GTL Infrastructure Limited,EQ,09-NOV-2006,10,1,INE221H01019,10,2026-02-18 17:27:57.692675
GTPL,GTPL Hathway Limited,EQ,04-JUL-2017,10,1,INE869I01013,10,2026-02-18 17:27:57.692675
GUFICBIO,Gufic Biosciences Limited,EQ,19-OCT-2004,1,1,INE742B01025,1,2026-02-18 17:27:57.692675
GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,07-AUG-1997,10,1,INE186A01019,10,2026-02-18 17:27:57.692675
GUJAPOLLO,Gujarat Apollo Industries Limited,EQ,04-JUN-2007,10,1,INE826C01016,10,2026-02-18 17:27:57.692675
