symbol,year,revenue,net_profit,debt,cash_flow,roe,computed_time
AEROFLEX,2022,2329870000.0,275060000.0,391270000.0,320630000.0,0.0,2026-02-19 09:29:18.214413
AEROFLEX,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:18.214571
AERONEU,2025,1292353000.0,2022000.0,282973000.0,75578000.0,0.0,2026-02-19 09:29:18.877154
AERONEU,2024,1091886000.0,7969000.0,305919000.0,1910000.0,0.0,2026-02-19 09:29:18.877428
AERONEU,2023,953992000.0,34152000.0,250479000.0,-169839000.0,0.0,2026-02-19 09:29:18.877592
AERONEU,2022,805114000.0,42033000.0,304381000.0,-7922000.0,0.0,2026-02-19 09:29:18.877758
AERONEU,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:18.877912
AETHER,2025,8386900000.0,1584180000.0,1998700000.0,1000910000.0,0.0,2026-02-19 09:29:19.472434
AETHER,2024,5981730000.0,824900000.0,1830820000.0,-164580000.0,0.0,2026-02-19 09:29:19.472678
AETHER,2023,6510740000.0,1304150000.0,157150000.0,-65590000.0,0.0,2026-02-19 09:29:19.472891
AETHER,2022,5900480000.0,1089290000.0,2907510000.0,-54420000.0,0.0,2026-02-19 09:29:19.473072
AETHER,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:19.473286
AFCONS,2025,125037600000.0,4868100000.0,23433000000.0,-1322000000.0,0.0,2026-02-19 09:29:20.188541
AFCONS,2024,131943700000.0,4497600000.0,25232400000.0,7074500000.0,0.0,2026-02-19 09:29:20.188810
AFCONS,2023,125393150000.0,4108700000.0,16122450000.0,12154820000.0,0.0,2026-02-19 09:29:20.188988
AFCONS,2022,109434630000.0,3563550000.0,16232390000.0,6104530000.0,0.0,2026-02-19 09:29:20.189155
AFFLE,2025,22654990000.0,3818690000.0,820950000.0,4259910000.0,0.0,2026-02-19 09:29:20.740187
AFFLE,2024,18420780000.0,2972690000.0,1826300000.0,2622760000.0,0.0,2026-02-19 09:29:20.740467
AFFLE,2023,14334440000.0,2445890000.0,1056260000.0,2603030000.0,0.0,2026-02-19 09:29:20.740636
AFFLE,2022,10816560000.0,2138780000.0,1486400000.0,2059830000.0,0.0,2026-02-19 09:29:20.740803
AFFORDABLE,2025,1621692000.0,-116488000.0,608435000.0,-57778000.0,0.0,2026-02-19 09:29:21.296763
AFFORDABLE,2024,1627336000.0,64275000.0,514215000.0,-53372000.0,0.0,2026-02-19 09:29:21.297024
AFFORDABLE,2023,1136250000.0,21613000.0,434739000.0,-160000.0,0.0,2026-02-19 09:29:21.297190
AFFORDABLE,2022,807161000.0,23692000.0,308062000.0,16244000.0,0.0,2026-02-19 09:29:21.297380
AFFORDABLE,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:21.297551
AFIL,2025,979082000.0,332319000.0,2817735000.0,-1771049000.0,0.0,2026-02-19 09:29:21.939107
AFIL,2024,711444000.0,185292000.0,1947825000.0,-454977000.0,0.0,2026-02-19 09:29:21.939396
AFIL,2023,649138000.0,145186000.0,1577800000.0,234574000.0,0.0,2026-02-19 09:29:21.939565
AFIL,2022,668375000.0,41207000.0,2100603000.0,631024000.0,0.0,2026-02-19 09:29:21.939731
AFIL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:21.939901
AGARIND,2025,23989270000.0,1156865000.0,4349399000.0,998397000.0,0.0,2026-02-19 09:29:23.160046
AGARIND,2024,21252993000.0,1092197000.0,3608206000.0,1122816000.0,0.0,2026-02-19 09:29:23.160324
AGARIND,2023,20150143000.0,922579000.0,1579953000.0,1566670000.0,0.0,2026-02-19 09:29:23.160494
AGARIND,2022,15982437000.0,636889000.0,1710250000.0,646822000.0,0.0,2026-02-19 09:29:23.160654
AGARIND,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:23.160816
AGARWALEYE,2025,17046100000.0,834600000.0,9609100000.0,3603300000.0,0.0,2026-02-19 09:29:23.756437
AGARWALEYE,2024,13276700000.0,830600000.0,9664400000.0,3460000000.0,0.0,2026-02-19 09:29:23.756694
AGARWALEYE,2023,10164820000.0,940970000.0,8573460000.0,2331060000.0,0.0,2026-02-19 09:29:23.756860
AGARWALEYE,2022,6952650000.0,376940000.0,6185620000.0,1643280000.0,0.0,2026-02-19 09:29:23.757023
AGI,2025,25288220000.0,3224106000.0,5527625000.0,4285506000.0,0.0,2026-02-19 09:29:24.533848
AGI,2024,24000656000.0,2513280000.0,6205175000.0,5883864000.0,0.0,2026-02-19 09:29:24.534110
AGI,2023,22564799000.0,2616358000.0,7373793000.0,5225221000.0,0.0,2026-02-19 09:29:24.534308
AGI,2022,14120690000.0,1932984000.0,11706706000.0,1807606000.0,0.0,2026-02-19 09:29:24.534489
AGI,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:24.534653
AGIIL,2025,3248732000.0,666642000.0,1374166000.0,-199145000.0,0.0,2026-02-19 09:29:25.207911
AGIIL,2024,2923270000.0,520949000.0,1376812000.0,614599000.0,0.0,2026-02-19 09:29:25.208185
AGIIL,2023,2411065000.0,481140000.0,489663000.0,1063834000.0,0.0,2026-02-19 09:29:25.208376
AGIIL,2022,1974548000.0,364208000.0,418982000.0,1063834000.0,0.0,2026-02-19 09:29:25.208536
AGIIL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:25.208689
AGROPHOS,2024,655445000.0,-76778000.0,287155000.0,28157000.0,0.0,2026-02-19 09:29:25.856604
AGROPHOS,2023,718212000.0,50036000.0,270481000.0,-64845000.0,0.0,2026-02-19 09:29:25.856862
AGROPHOS,2022,609906000.0,58311000.0,127636000.0,138883000.0,0.0,2026-02-19 09:29:25.857033
AGROPHOS,2021,412400000.0,31800000.0,139500000.0,90200000.0,0.0,2026-02-19 09:29:25.857217
AHCL,2025,1202866000.0,205179000.0,665544000.0,-225517000.0,0.0,2026-02-19 09:29:26.391016
AHCL,2024,665837000.0,96571000.0,812484000.0,-32260000.0,0.0,2026-02-19 09:29:26.391295
AHCL,2023,1128774000.0,58200000.0,703236000.0,-28497000.0,0.0,2026-02-19 09:29:26.391461
AHCL,2022,571427000.0,-1077000.0,623837000.0,-17540000.0,0.0,2026-02-19 09:29:26.391624
AHLADA,2025,1319951000.0,37056000.0,357578000.0,135926000.0,0.0,2026-02-19 09:29:27.024334
AHLADA,2024,2595169000.0,136487000.0,429248000.0,-2018000.0,0.0,2026-02-19 09:29:27.024669
AHLADA,2023,1630271000.0,50941000.0,323485000.0,81631000.0,0.0,2026-02-19 09:29:27.024970
AHLADA,2022,1312625000.0,51826000.0,310597000.0,366817000.0,0.0,2026-02-19 09:29:27.025325
AHLADA,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:27.025628
AHLEAST,2025,1119384000.0,175203000.0,3295971000.0,3916000.0,0.0,2026-02-19 09:29:27.633960
AHLEAST,2024,1078082000.0,317072000.0,3335830000.0,-3851845000.0,0.0,2026-02-19 09:29:27.634303
AHLEAST,2023,924762000.0,245273000.0,0.0,87527000.0,0.0,2026-02-19 09:29:27.634634
AHLEAST,2022,509391000.0,-344986000.0,1406514000.0,26080000.0,0.0,2026-02-19 09:29:27.634951
AHLEAST,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:27.635259
AHLUCONT,2025,40986231000.0,2020813000.0,761318000.0,3594264000.0,0.0,2026-02-19 09:29:28.198748
AHLUCONT,2024,38552977000.0,3748260000.0,1050243000.0,2574540000.0,0.0,2026-02-19 09:29:28.199008
AHLUCONT,2023,28050878000.0,1939768000.0,577976000.0,3013093000.0,0.0,2026-02-19 09:29:28.199179
AHLUCONT,2022,26711006000.0,1552166000.0,539277000.0,657488000.0,0.0,2026-02-19 09:29:28.199367
AHLUCONT,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:28.199530
AIAENG,2025,42376384000.0,10607360000.0,4905682000.0,11623070000.0,0.0,2026-02-19 09:29:28.750573
AIAENG,2024,47834889000.0,11355733000.0,4610602000.0,9027157000.0,0.0,2026-02-19 09:29:28.750841
AIAENG,2023,48517916000.0,10559289000.0,5025514000.0,8677196000.0,0.0,2026-02-19 09:29:28.751013
AIAENG,2022,35231634000.0,6196809000.0,98313000.0,-395463000.0,0.0,2026-02-19 09:29:28.751180
AIIL,2025,28448800000.0,42414100000.0,10542000000.0,3257200000.0,0.0,2026-02-19 09:29:29.425823
AIIL,2024,22393900000.0,42848300000.0,11283400000.0,32905800000.0,0.0,2026-02-19 09:29:29.426080
AIIL,2023,4312400000.0,43040300000.0,15019200000.0,2446800000.0,0.0,2026-02-19 09:29:29.426274
AIIL,2022,8928665000.0,6687378000.0,6692707000.0,2615962000.0,0.0,2026-02-19 09:29:29.426443
AIIL,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:29.426603
AIRAN,2025,1064984000.0,184755000.0,22793000.0,212180000.0,0.0,2026-02-19 09:29:30.024681
AIRAN,2024,1054966000.0,125466000.0,7570000.0,39145000.0,0.0,2026-02-19 09:29:30.024956
AIRAN,2023,973853000.0,103586000.0,48468000.0,218135000.0,0.0,2026-02-19 09:29:30.025129
AIRAN,2022,872822000.0,96147000.0,54869000.0,109899000.0,0.0,2026-02-19 09:29:30.025327
AIROLAM,2025,2135181000.0,27032000.0,902843000.0,138824000.0,0.0,2026-02-19 09:29:30.800311
AIROLAM,2024,2059245000.0,78427000.0,794251000.0,-5576000.0,0.0,2026-02-19 09:29:30.800576
AIROLAM,2023,1994603000.0,73954000.0,632037000.0,-53203000.0,0.0,2026-02-19 09:29:30.800743
AIROLAM,2022,1688969418.0,64871536.0,505691419.0,-61990183.0,0.0,2026-02-19 09:29:30.800905
AIROLAM,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:30.801060
AJANTPHARM,2025,45875100000.0,9203900000.0,474200000.0,11572300000.0,0.0,2026-02-19 09:29:31.464260
AJANTPHARM,2024,41615900000.0,8161700000.0,352800000.0,7850700000.0,0.0,2026-02-19 09:29:31.464520
AJANTPHARM,2023,37075200000.0,5879800000.0,356300000.0,7921100000.0,0.0,2026-02-19 09:29:31.464686
AJANTPHARM,2022,32841300000.0,7126800000.0,250300000.0,5617100000.0,0.0,2026-02-19 09:29:31.464843
AJANTPHARM,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:31.464997
AJAXENGG,2025,20717980000.0,2600960000.0,17680000.0,427200000.0,0.0,2026-02-19 09:29:32.036226
AJAXENGG,2024,17395790000.0,2251490000.0,82300000.0,2074730000.0,0.0,2026-02-19 09:29:32.036522
AJAXENGG,2023,11497680000.0,1359040000.0,115720000.0,1847020000.0,0.0,2026-02-19 09:29:32.036701
AJAXENGG,2022,7619640000.0,662080000.0,71610000.0,847240000.0,0.0,2026-02-19 09:29:32.036870
AJMERA,2025,7379549000.0,1259420000.0,6771052000.0,75474000.0,0.0,2026-02-19 09:29:32.588064
AJMERA,2024,6999623000.0,1028470000.0,8084059000.0,2197404000.0,0.0,2026-02-19 09:29:32.588344
AJMERA,2023,4311045000.0,714997000.0,8441084000.0,1352705000.0,0.0,2026-02-19 09:29:32.588511
AJMERA,2022,4826834000.0,453857000.0,9947514000.0,-636115000.0,0.0,2026-02-19 09:29:32.588672
AJOONI,2025,1146919000.0,33720000.0,19397000.0,-177366000.0,0.0,2026-02-19 09:29:33.282052
AJOONI,2024,801146000.0,21612000.0,21677000.0,229101000.0,0.0,2026-02-19 09:29:33.282328
AJOONI,2023,744877000.0,11247000.0,51769000.0,-55790000.0,0.0,2026-02-19 09:29:33.282494
AJOONI,2022,740378000.0,10488000.0,53505000.0,36837000.0,0.0,2026-02-19 09:29:33.282669
AKASH,2025,576311000.0,8909000.0,862295000.0,95478000.0,0.0,2026-02-19 09:29:33.833518
AKASH,2024,595231000.0,2255000.0,907875000.0,-226809000.0,0.0,2026-02-19 09:29:33.833769
AKASH,2023,617802000.0,13795000.0,605644000.0,-334832000.0,0.0,2026-02-19 09:29:33.833936
AKASH,2022,721227000.0,23235000.0,227149000.0,-12635000.0,0.0,2026-02-19 09:29:33.834095
AKASH,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:33.834279
AKG,2025,1326906000.0,8582000.0,113333000.0,12085000.0,0.0,2026-02-19 09:29:34.487058
AKG,2024,1835928000.0,16059000.0,141685000.0,-30350000.0,0.0,2026-02-19 09:29:34.487379
AKG,2023,2211451000.0,25711000.0,123766000.0,-182505000.0,0.0,2026-02-19 09:29:34.487546
AKG,2022,1863403000.0,19390000.0,126979000.0,-1529000.0,0.0,2026-02-19 09:29:34.487701
AKI,2025,780271000.0,16778000.0,224215000.0,-26706000.0,0.0,2026-02-19 09:29:35.089269
AKI,2024,695485000.0,13671000.0,218393000.0,-176239000.0,0.0,2026-02-19 09:29:35.089532
AKI,2023,702623000.0,11555000.0,295061000.0,-10477000.0,0.0,2026-02-19 09:29:35.089701
AKI,2022,609394000.0,16463000.0,269327000.0,7618000.0,0.0,2026-02-19 09:29:35.089877
AKSHAR,2025,1167691000.0,-44481000.0,59412000.0,-295716000.0,0.0,2026-02-19 09:29:35.689175
AKSHAR,2024,1749551000.0,34551000.0,189799000.0,47713000.0,0.0,2026-02-19 09:29:35.689451
AKSHAR,2023,1365554000.0,-27643000.0,176743000.0,98363000.0,0.0,2026-02-19 09:29:35.689619
AKSHAR,2022,1725194000.0,70236000.0,256461000.0,29234000.0,0.0,2026-02-19 09:29:35.689781
AKSHAR,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:35.689968
AKSHARCHEM,2025,3462652000.0,47704000.0,667667000.0,348225000.0,0.0,2026-02-19 09:29:36.423285
AKSHARCHEM,2024,3020470000.0,-186773000.0,518214000.0,-65549000.0,0.0,2026-02-19 09:29:36.423543
AKSHARCHEM,2023,3246087000.0,-9421000.0,246254000.0,379208000.0,0.0,2026-02-19 09:29:36.423709
AKSHARCHEM,2022,3682191000.0,159148000.0,502732000.0,43057000.0,0.0,2026-02-19 09:29:36.423872
AKSHARCHEM,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:36.424030
AKSHOPTFBR,2025,1301819000.0,-259666000.0,990442000.0,-191538000.0,0.0,2026-02-19 09:29:36.969915
AKSHOPTFBR,2024,2182824000.0,-713052000.0,1023828000.0,460287000.0,0.0,2026-02-19 09:29:36.970174
AKSHOPTFBR,2023,2838835000.0,-135768000.0,1834926000.0,463260000.0,0.0,2026-02-19 09:29:36.970367
AKSHOPTFBR,2022,3105292000.0,-4153000.0,2098712000.0,569329000.0,0.0,2026-02-19 09:29:36.970527
AKUMS,2025,40710930000.0,3381760000.0,882120000.0,4651960000.0,0.0,2026-02-19 09:29:37.557940
AKUMS,2024,40196820000.0,-40350000.0,5652250000.0,4982590000.0,0.0,2026-02-19 09:29:37.558238
AKUMS,2023,34747640000.0,948550000.0,6190940000.0,1766310000.0,0.0,2026-02-19 09:29:37.558429
AKUMS,2022,36468340000.0,-2525360000.0,3949830000.0,318540000.0,0.0,2026-02-19 09:29:37.558596
AKUMS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:37.558755
AKZOINDIA,2025,40648000000.0,4295000000.0,621000000.0,3110000000.0,0.0,2026-02-19 09:29:38.192436
AKZOINDIA,2024,39367000000.0,4266000000.0,604000000.0,4855000000.0,0.0,2026-02-19 09:29:38.192716
AKZOINDIA,2023,37768000000.0,3351000000.0,697000000.0,4862000000.0,0.0,2026-02-19 09:29:38.192886
AKZOINDIA,2022,31087000000.0,2901000000.0,705000000.0,1214000000.0,0.0,2026-02-19 09:29:38.193054
ALANKIT,2025,3010058000.0,198568000.0,115216000.0,492436000.0,0.0,2026-02-19 09:29:38.832940
ALANKIT,2024,2356869000.0,215588000.0,436358000.0,95983000.0,0.0,2026-02-19 09:29:38.833225
ALANKIT,2023,3116883000.0,-337370000.0,134639000.0,-494043000.0,0.0,2026-02-19 09:29:38.833407
ALANKIT,2022,1281484000.0,23565000.0,208709000.0,15957000.0,0.0,2026-02-19 09:29:38.833574
ALANKIT,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:38.833734
ALBERTDAVD,2025,3432465000.0,172008000.0,123171000.0,-284358000.0,0.0,2026-02-19 09:29:39.447680
ALBERTDAVD,2024,3602625000.0,754201000.0,33242000.0,455022000.0,0.0,2026-02-19 09:29:39.447939
ALBERTDAVD,2023,3400087000.0,361749000.0,53178000.0,105150000.0,0.0,2026-02-19 09:29:39.448111
ALBERTDAVD,2022,3124268000.0,352583000.0,56618000.0,404105000.0,0.0,2026-02-19 09:29:39.448304
ALEMBICLTD,2025,2111813000.0,3106768000.0,144473000.0,863702000.0,0.0,2026-02-19 09:29:40.131137
ALEMBICLTD,2024,1471222000.0,2686191000.0,91490000.0,226865000.0,0.0,2026-02-19 09:29:40.131429
ALEMBICLTD,2023,1183419000.0,1906490000.0,0.0,388525000.0,0.0,2026-02-19 09:29:40.131599
ALEMBICLTD,2022,713693000.0,2220590000.0,0.0,-177469000.0,0.0,2026-02-19 09:29:40.131761
ALGOQUANT,2025,2282167000.0,318944000.0,340722000.0,603784000.0,0.0,2026-02-19 09:29:40.703925
ALGOQUANT,2024,1279205000.0,245779000.0,649200000.0,-102775000.0,0.0,2026-02-19 09:29:40.704177
ALGOQUANT,2023,146484000.0,-34188000.0,304656000.0,-372000000.0,0.0,2026-02-19 09:29:40.704371
ALGOQUANT,2022,160578000.0,34287000.0,0.0,201851000.0,0.0,2026-02-19 09:29:40.704538
ALGOQUANT,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:40.704701
ALICON,2025,16423754000.0,460608000.0,3655810000.0,2041502000.0,0.0,2026-02-19 09:29:41.397436
ALICON,2024,14964242000.0,613668000.0,3307894000.0,1577357000.0,0.0,2026-02-19 09:29:41.397701
ALICON,2023,13368575000.0,514211000.0,3008574000.0,903314000.0,0.0,2026-02-19 09:29:41.397868
ALICON,2022,10417843000.0,241806000.0,2646159000.0,771838000.0,0.0,2026-02-19 09:29:41.398030
ALIVUS,2025,23398350000.0,4856270000.0,566060000.0,3915240000.0,0.0,2026-02-19 09:29:42.048830
ALIVUS,2024,21847700000.0,4708880000.0,171480000.0,4135150000.0,0.0,2026-02-19 09:29:42.049090
ALIVUS,2023,20478400000.0,4669610000.0,193570000.0,3060060000.0,0.0,2026-02-19 09:29:42.049285
ALIVUS,2022,20874480000.0,4187240000.0,28840000.0,5975850000.0,0.0,2026-02-19 09:29:42.049451
ALIVUS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:42.049609
ALKALI,2025,823103000.0,-57998000.0,181799000.0,54375000.0,0.0,2026-02-19 09:29:42.786220
ALKALI,2024,823046000.0,11289000.0,228421000.0,62895000.0,0.0,2026-02-19 09:29:42.786480
ALKALI,2023,863853000.0,29128000.0,238196000.0,111896000.0,0.0,2026-02-19 09:29:42.786649
ALKALI,2022,910159000.0,34808000.0,178902000.0,111945000.0,0.0,2026-02-19 09:29:42.786812
ALKALI,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:42.786971
ALKEM,2025,128046200000.0,21654800000.0,13809000000.0,19128400000.0,0.0,2026-02-19 09:29:43.536324
ALKEM,2024,124392400000.0,17957700000.0,14184100000.0,19480700000.0,0.0,2026-02-19 09:29:43.536576
ALKEM,2023,114403500000.0,9841700000.0,13966800000.0,16825000000.0,0.0,2026-02-19 09:29:43.536742
ALKEM,2022,105120300000.0,16456200000.0,26681900000.0,11110200000.0,0.0,2026-02-19 09:29:43.536902
ALKEM,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:43.537063
ALKYLAMINE,2025,15481961000.0,1861144000.0,55264000.0,2631059000.0,0.0,2026-02-19 09:29:44.173022
ALKYLAMINE,2024,14189986000.0,1488731000.0,31678000.0,2747891000.0,0.0,2026-02-19 09:29:44.173376
ALKYLAMINE,2023,16568933000.0,2286553000.0,877452000.0,2483825000.0,0.0,2026-02-19 09:29:44.173683
ALKYLAMINE,2022,15236060000.0,2248965000.0,232886000.0,2046756000.0,0.0,2026-02-19 09:29:44.173954
ALKYLAMINE,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:44.174262
ALLCARGO,2025,160074100000.0,356000000.0,20363200000.0,2610800000.0,0.0,2026-02-19 09:29:44.767161
ALLCARGO,2024,129413900000.0,1497000000.0,18461400000.0,-1457300000.0,0.0,2026-02-19 09:29:44.767453
ALLCARGO,2023,180152500000.0,6295900000.0,11795000000.0,15827600000.0,0.0,2026-02-19 09:29:44.767619
ALLCARGO,2022,190554000000.0,9257200000.0,23173100000.0,8503400000.0,0.0,2026-02-19 09:29:44.767782
ALLDIGI,2025,5463100000.0,833000000.0,632000000.0,1184600000.0,0.0,2026-02-19 09:29:45.410413
ALLDIGI,2024,4693700000.0,640000000.0,446500000.0,908300000.0,0.0,2026-02-19 09:29:45.410681
ALLDIGI,2023,3904500000.0,488600000.0,439400000.0,712800000.0,0.0,2026-02-19 09:29:45.410853
ALLDIGI,2022,3172000000.0,356400000.0,429800000.0,637300000.0,0.0,2026-02-19 09:29:45.411020
ALLDIGI,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:45.411186
ALLTIME,2025,5553250000.0,472940000.0,2229710000.0,516840000.0,0.0,2026-02-19 09:29:45.940966
ALLTIME,2024,5111090000.0,447900000.0,1470680000.0,907540000.0,0.0,2026-02-19 09:29:45.941335
ALLTIME,2023,4416080000.0,282700000.0,1794460000.0,665210000.0,0.0,2026-02-19 09:29:45.941616
ALLTIME,2022,3986320000.0,245350000.0,1722190000.0,270560000.0,0.0,2026-02-19 09:29:45.941849
ALMONDZ,2025,1479611000.0,173247000.0,531094000.0,-94222000.0,0.0,2026-02-19 09:29:46.651573
ALMONDZ,2024,1119164000.0,340685000.0,234244000.0,350634000.0,0.0,2026-02-19 09:29:46.651825
ALMONDZ,2023,749223000.0,157773000.0,205225000.0,-137304000.0,0.0,2026-02-19 09:29:46.651988
ALMONDZ,2022,651623000.0,185420000.0,243071000.0,100374000.0,0.0,2026-02-19 09:29:46.652151
ALOKINDS,2025,36275800000.0,-8164300000.0,224202300000.0,1152200000.0,0.0,2026-02-19 09:29:47.333989
ALOKINDS,2024,54214900000.0,-8468200000.0,224733900000.0,-11607300000.0,0.0,2026-02-19 09:29:47.334274
ALOKINDS,2023,69008700000.0,-8804600000.0,239224100000.0,8132700000.0,0.0,2026-02-19 09:29:47.334444
ALOKINDS,2022,71795700000.0,-2086000000.0,241021300000.0,2248400000.0,0.0,2026-02-19 09:29:47.334606
ALOKINDS,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:47.334770
ALPA,2025,1116348000.0,195031000.0,343000.0,70580000.0,0.0,2026-02-19 09:29:48.035478
ALPA,2024,1079185000.0,167765000.0,52465000.0,36487000.0,0.0,2026-02-19 09:29:48.035748
ALPA,2023,924102000.0,125828000.0,23040000.0,89044000.0,0.0,2026-02-19 09:29:48.035921
ALPA,2022,1105133000.0,140917000.0,58474000.0,99403000.0,0.0,2026-02-19 09:29:48.036087
ALPA,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:48.036295
ALPHAGEO,2025,1256751000.0,-61118000.0,0.0,-95454000.0,0.0,2026-02-19 09:29:48.666011
ALPHAGEO,2024,986683000.0,3788000.0,0.0,10738000.0,0.0,2026-02-19 09:29:48.666299
ALPHAGEO,2023,659497000.0,130025000.0,0.0,126368000.0,0.0,2026-02-19 09:29:48.666468
ALPHAGEO,2022,1548826000.0,121924000.0,0.0,794194000.0,0.0,2026-02-19 09:29:48.666631
ALPHAGEO,2021,0.0,0.0,710000.0,0.0,0.0,2026-02-19 09:29:48.666795
AMAGI,2025,11626370000.0,-687140000.0,361940000.0,335740000.0,0.0,2026-02-19 09:29:49.296297
AMAGI,2024,8791550000.0,-2450010000.0,314770000.0,-1829900000.0,0.0,2026-02-19 09:29:49.296548
AMAGI,2023,6805580000.0,-3212680000.0,241340000.0,-2452360000.0,0.0,2026-02-19 09:29:49.296714
AMANTA,2025,2720422000.0,105007000.0,1925991000.0,466200000.0,0.0,2026-02-19 09:29:49.937546
AMANTA,2024,2784438000.0,36332000.0,2000808000.0,580730000.0,0.0,2026-02-19 09:29:49.937825
AMANTA,2023,2575285000.0,-21106000.0,2139968000.0,425804000.0,0.0,2026-02-19 09:29:49.937994
AMANTA,2022,2239904000.0,538817000.0,2134253000.0,635341000.0,0.0,2026-02-19 09:29:49.938156
AMBER,2025,96737519000.0,2435580000.0,20588112000.0,7108940000.0,0.0,2026-02-19 09:29:50.545232
AMBER,2024,65307471000.0,1328805000.0,15389481000.0,9648388000.0,0.0,2026-02-19 09:29:50.545502
AMBER,2023,67461944000.0,1572036000.0,14551130000.0,3205541000.0,0.0,2026-02-19 09:29:50.545671
AMBER,2022,41059271000.0,1091919000.0,10685627000.0,2407282000.0,0.0,2026-02-19 09:29:50.545832
AMBICAAGAR,2025,1236158000.0,4886000.0,822184000.0,14180000.0,0.0,2026-02-19 09:29:51.120267
AMBICAAGAR,2024,978465000.0,-36622000.0,673212000.0,45220000.0,0.0,2026-02-19 09:29:51.120532
AMBICAAGAR,2023,1172362000.0,25281000.0,628237000.0,83006000.0,0.0,2026-02-19 09:29:51.120700
AMBICAAGAR,2022,1163347000.0,24008000.0,635789000.0,160360000.0,0.0,2026-02-19 09:29:51.120864
AMBICAAGAR,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:51.121023
AMBIKCO,2025,6840746000.0,657416000.0,507245000.0,1290504000.0,0.0,2026-02-19 09:29:51.811808
AMBIKCO,2024,8015371000.0,629736000.0,819756000.0,-1377547000.0,0.0,2026-02-19 09:29:51.812064
AMBIKCO,2023,8170832000.0,1118940000.0,0.0,-798238000.0,0.0,2026-02-19 09:29:51.812255
AMBIKCO,2022,8794929000.0,1798878000.0,0.0,3017577000.0,0.0,2026-02-19 09:29:51.812422
AMBIKCO,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:51.812585
AMDIND,2025,2736077000.0,9991000.0,825362000.0,402862000.0,0.0,2026-02-19 09:29:53.069993
AMDIND,2024,2740218000.0,-16737000.0,1042535000.0,244019000.0,0.0,2026-02-19 09:29:53.070334
AMDIND,2023,3453117000.0,192061000.0,1029895000.0,114924000.0,0.0,2026-02-19 09:29:53.070619
AMDIND,2022,2063900000.0,81979000.0,863457000.0,-160417000.0,0.0,2026-02-19 09:29:53.070888
AMDIND,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:53.071185
AMJLAND,2025,776458000.0,204669000.0,0.0,381000000.0,0.0,2026-02-19 09:29:53.681541
AMJLAND,2024,564585000.0,110960000.0,150000000.0,238296000.0,0.0,2026-02-19 09:29:53.681809
AMJLAND,2023,353420000.0,68100000.0,50000000.0,-57691000.0,0.0,2026-02-19 09:29:53.681978
AMJLAND,2022,286948000.0,88422000.0,73177000.0,97998000.0,0.0,2026-02-19 09:29:53.682140
AMJLAND,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:53.682328
AMNPLST,2025,6607275000.0,410015000.0,771995000.0,291393000.0,0.0,2026-02-19 09:29:54.305872
AMNPLST,2024,6470146000.0,398283000.0,849998000.0,468496000.0,0.0,2026-02-19 09:29:54.306132
AMNPLST,2023,5972873000.0,228721000.0,847929000.0,45288000.0,0.0,2026-02-19 09:29:54.306342
AMNPLST,2022,5631927000.0,238574000.0,720808000.0,-265600000.0,0.0,2026-02-19 09:29:54.306513
AMNPLST,2021,0.0,0.0,0.0,0.0,0.0,2026-02-19 09:29:54.306676
ANANDRATHI,2025,9390946000.0,2998253000.0,793013000.0,2440503000.0,0.0,2026-02-19 09:29:55.574239
