symbol,company,isin,sector
RAINBOW,Rainbow Childrens Medicare Limited,INE961O01016,UNKNOWN
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,UNKNOWN
RAJMET,Rajnandini Metal Limited,INE00KV01022,UNKNOWN
RAJOOENG,Rajoo Engineers Limited,INE535F01024,UNKNOWN
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,UNKNOWN
RAJRILTD,Raj Rayon Industries Limited,INE533D01032,UNKNOWN
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,UNKNOWN
RAJTV,Raj Television Network Limited,INE952H01027,UNKNOWN
RALLIS,Rallis India Limited,INE613A01020,UNKNOWN
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,UNKNOWN
RAMAPHO,Rama Phosphates Limited,INE809A01032,UNKNOWN
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,UNKNOWN
RAMCOCEM,The Ramco Cements Limited,INE331A01037,UNKNOWN
RAMCOIND,Ramco Industries Limited,INE614A01028,UNKNOWN
RAMCOSYS,Ramco Systems Limited,INE246B01019,UNKNOWN
RAMKY,Ramky Infrastructure Limited,INE874I01013,UNKNOWN
RAMRAT,Ram Ratna Wires Limited,INE207E01023,UNKNOWN
RANASUG,Rana Sugars Limited,INE625B01014,UNKNOWN
RANEHOLDIN,Rane Holdings Limited,INE384A01010,UNKNOWN
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,UNKNOWN
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,UNKNOWN
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,UNKNOWN
RAYMOND,Raymond Limited,INE301A01014,UNKNOWN
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,UNKNOWN
RAYMONDREL,Raymond Realty Limited,INE1SY401010,UNKNOWN
RBA,Restaurant Brands Asia Limited,INE07T201019,UNKNOWN
RBLBANK,RBL Bank Limited,INE976G01028,UNKNOWN
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,UNKNOWN
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,UNKNOWN
RCOM,Reliance Communications Limited,INE330H01018,UNKNOWN
RECLTD,REC Limited,INE020B01018,UNKNOWN
REDINGTON,Redington Limited,INE891D01026,UNKNOWN
REDTAPE,Redtape Limited,INE0LXT01019,UNKNOWN
REFEX,Refex Industries Limited,INE056I01025,UNKNOWN
REGAAL,Regaal Resources Limited,INE0MHO01029,UNKNOWN
REGENCERAM,Regency Ceramics Limited,INE277C01012,UNKNOWN
RELAXO,Relaxo Footwears Limited,INE131B01039,UNKNOWN
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,UNKNOWN
RELIABLE,Reliable Data Services Limited,INE375Y01018,UNKNOWN
RELIANCE,Reliance Industries Limited,INE002A01018,UNKNOWN
RELIGARE,Religare Enterprises Limited,INE621H01010,UNKNOWN
RELTD,Ravindra Energy Limited,INE206N01018,UNKNOWN
REMSONSIND,Remsons Industries Limited,INE474C01023,UNKNOWN
RENUKA,Shree Renuka Sugars Limited,INE087H01022,UNKNOWN
REPCOHOME,Repco Home Finance Limited,INE612J01015,UNKNOWN
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,UNKNOWN
REPRO,Repro India Limited,INE461B01014,UNKNOWN
RESPONIND,Responsive Industries Limited,INE688D01026,UNKNOWN
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,UNKNOWN
RGL,Renaissance Global Limited,INE722H01024,UNKNOWN
RHETAN,Rhetan TMT Limited,INE0KKN01029,UNKNOWN
RHFL,Reliance Home Finance Limited,INE217K01011,UNKNOWN
RHIM,RHI MAGNESITA INDIA LIMITED,INE743M01012,UNKNOWN
RHL,Robust Hotels Limited,INE508K01013,UNKNOWN
RICOAUTO,Rico Auto Industries Limited,INE209B01025,UNKNOWN
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,UNKNOWN
RISHABH,Rishabh Instruments Limited,INE0N2P01017,UNKNOWN
RITCO,Ritco Logistics Limited,INE01EG01016,UNKNOWN
RITES,RITES Limited,INE320J01015,UNKNOWN
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,UNKNOWN
RKEC,RKEC Projects Limited,INE786W01010,UNKNOWN
RKFORGE,Ramkrishna Forgings Limited,INE399G01023,UNKNOWN
RKSWAMY,R K Swamy Limited,INE0NQ801033,UNKNOWN
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026,UNKNOWN
RML,Rane (Madras) Limited,INE050H01012,UNKNOWN
RNBDENIMS,R&B Denims Limited,INE012Q01021,UNKNOWN
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,UNKNOWN
ROLEXRINGS,Rolex Rings Limited,INE645S01024,UNKNOWN
ROLLT,Rollatainers Limited,INE927A01040,UNKNOWN
ROML,Raj Oil Mills Limited,INE294G01026,UNKNOWN
ROSSARI,Rossari Biotech Limited,INE02A801020,UNKNOWN
ROSSELLIND,Rossell India Limited,INE847C01020,UNKNOWN
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,UNKNOWN
ROTO,Roto Pumps Limited,INE535D01037,UNKNOWN
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,UNKNOWN
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,UNKNOWN
RPGLIFE,RPG Life Sciences Limited,INE105J01010,UNKNOWN
RPOWER,Reliance Power Limited,INE614G01033,UNKNOWN
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,UNKNOWN
RPPL,Rajshree Polypack Limited,INE760W01023,UNKNOWN
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,UNKNOWN
RPTECH,Rashi Peripherals Limited,INE0J1F01024,UNKNOWN
RRKABEL,R R Kabel Limited,INE777K01022,UNKNOWN
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,UNKNOWN
RSWM,RSWM Limited,INE611A01016,UNKNOWN
RSYSTEMS,R Systems International Limited,INE411H01032,UNKNOWN
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,UNKNOWN
RTNPOWER,RattanIndia Power Limited,INE399K01017,UNKNOWN
RUBFILA,Rubfila International Limited,INE642C01025,UNKNOWN
RUBICON,Rubicon Research Limited,INE506V01022,UNKNOWN
RUBYMILLS,The Ruby Mills Limited,INE301D01026,UNKNOWN
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,UNKNOWN
RUCHIRA,Ruchira Papers Limited,INE803H01014,UNKNOWN
RUDRA,Rudra Global Infra Products Limited,INE027T01023,UNKNOWN
RUPA,Rupa & Company Limited,INE895B01021,UNKNOWN
RUSHIL,Rushil Decor Limited,INE573K01025,UNKNOWN
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,UNKNOWN
RVHL,Ravinder Heights Limited,INE09E501017,UNKNOWN
RVNL,Rail Vikas Nigam Limited,INE415G01027,UNKNOWN
RVTH,Revathi Equipment India Limited,INE0DAB01012,UNKNOWN
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,UNKNOWN
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,UNKNOWN
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019,UNKNOWN
SABTNL,Sri Adhikari Brothers Television Network Limited,INE416A01044,UNKNOWN
SADBHAV,Sadbhav Engineering Limited,INE226H01026,UNKNOWN
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,UNKNOWN
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,UNKNOWN
SAFARI,Safari Industries (India) Limited,INE429E01023,UNKNOWN
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,UNKNOWN
SAGCEM,Sagar Cements Limited,INE229C01021,UNKNOWN
SAGILITY,SAGILITY LIMITED,INE0W2G01015,UNKNOWN
SAHYADRI,Sahyadri Industries Limited,INE280H01015,UNKNOWN
SAIL,Steel Authority of India Limited,INE114A01011,UNKNOWN
SAILIFE,Sai Life Sciences Limited,INE570L01029,UNKNOWN
SAKAR,Sakar Healthcare Limited,INE732S01012,UNKNOWN
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,UNKNOWN
SAKSOFT,Saksoft Limited,INE667G01023,UNKNOWN
SAKUMA,Sakuma Exports Limited,INE190H01024,UNKNOWN
SALASAR,Salasar Techno Engineering Limited,INE170V01027,UNKNOWN
SALONA,Salona Cotspin Limited,INE498E01010,UNKNOWN
SALSTEEL,S.A.L. Steel Limited,INE658G01014,UNKNOWN
SALZERELEC,Salzer Electronics Limited,INE457F01013,UNKNOWN
SAMBHAAV,Sambhaav Media Limited,INE699B01027,UNKNOWN
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,UNKNOWN
SAMHI,Samhi Hotels Limited,INE08U801020,UNKNOWN
SAMMAANCAP,Sammaan Capital Limited,INE148I01020,UNKNOWN
SAMPANN,Sampann Utpadan India Limited,INE735M01018,UNKNOWN
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,UNKNOWN
SANCO,Sanco Industries Limited,INE782L01012,UNKNOWN
SANDESH,The Sandesh Limited,INE583B01015,UNKNOWN
SANDHAR,Sandhar Technologies Limited,INE278H01035,UNKNOWN
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,UNKNOWN
SANGAMIND,Sangam (India) Limited,INE495C01010,UNKNOWN
SANGHIIND,Sanghi Industries Limited,INE999B01013,UNKNOWN
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,UNKNOWN
SANGINITA,Sanginita Chemicals Limited,INE753W01010,UNKNOWN
SANOFI,Sanofi India Limited,INE058A01010,UNKNOWN
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,UNKNOWN
SANSERA,Sansera Engineering Limited,INE953O01021,UNKNOWN
SANSTAR,Sanstar Limited,INE08NE01025,UNKNOWN
SANWARIA,Sanwaria Consumer Limited,INE890C01046,UNKNOWN
SAPPHIRE,Sapphire Foods India Limited,INE806T01020,UNKNOWN
SARDAEN,Sarda Energy & Minerals Limited,INE385C01021,UNKNOWN
SAREGAMA,Saregama India Limited,INE979A01025,UNKNOWN
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,UNKNOWN
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,UNKNOWN
SASKEN,Sasken Technologies Limited,INE231F01020,UNKNOWN
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,UNKNOWN
SATIA,Satia Industries Limited,INE170E01023,UNKNOWN
SATIN,Satin Creditcare Network Limited,INE836B01017,UNKNOWN
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,UNKNOWN
SBC,SBC Exports Limited,INE04AK01028,UNKNOWN
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,UNKNOWN
SBFC,SBFC Finance Limited,INE423Y01016,UNKNOWN
SBGLP,Suratwwala Business Group Limited,INE05ST01028,UNKNOWN
SBICARD,SBI Cards and Payment Services Limited,INE018E01016,UNKNOWN
SBILIFE,SBI Life Insurance Company Limited,INE123W01016,UNKNOWN
SBIN,State Bank of India,INE062A01020,UNKNOWN
SCHAEFFLER,Schaeffler India Limited,INE513A01022,UNKNOWN
SCHAND,S Chand And Company Limited,INE807K01035,UNKNOWN
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,UNKNOWN
SCI,Shipping Corporation Of India Limited,INE109A01011,UNKNOWN
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,UNKNOWN
SCODATUBES,Scoda Tubes Limited,INE090501011,UNKNOWN
SCPL,Sheetal Cool Products Limited,INE501Y01019,UNKNOWN
SDBL,Som Distilleries & Breweries Limited,INE480C01038,UNKNOWN
SEAMECLTD,Seamec Limited,INE497B01018,UNKNOWN
SECMARK,SecMark Consultancy Limited,INE0BTM01013,UNKNOWN
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,UNKNOWN
SEJALLTD,Sejal Glass Limited,INE955I01044,UNKNOWN
SELMC,SEL Manufacturing Company Limited,INE105I01020,UNKNOWN
SEMAC,Semac Construction Limited,INE617A01013,UNKNOWN
SENCO,Senco Gold Limited,INE602W01027,UNKNOWN
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,UNKNOWN
SEPC,SEPC Limited,INE964H01014,UNKNOWN
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,UNKNOWN
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,UNKNOWN
SETCO,Setco Automotive Limited,INE878E01021,UNKNOWN
SETL,Standard Engineering Technology Limited,INE0M4D01010,UNKNOWN
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,UNKNOWN
SEYAIND,Seya Industries Limited,INE573R01012,UNKNOWN
SFL,Sheela Foam Limited,INE916U01025,UNKNOWN
SGFIN,SG Finserve Limited,INE618R01015,UNKNOWN
SGIL,Synergy Green Industries Limited,INE00QT01015,UNKNOWN
SGL,STL Global Limited,INE353H01010,UNKNOWN
SGMART,SG Mart Limited,INE385F01024,UNKNOWN
SHAH,Shah Metacorp Limited,INE482J01021,UNKNOWN
SHAHALLOYS,Shah Alloys Limited,INE640C01011,UNKNOWN
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,UNKNOWN
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,UNKNOWN
SHALBY,Shalby Limited,INE597J01018,UNKNOWN
SHALPAINTS,Shalimar Paints Limited,INE849C01026,UNKNOWN
SHANKARA,Shankara Building Products Limited,INE274V01019,UNKNOWN
SHANTI,Shanti Overseas (India) Limited,INE933X01016,UNKNOWN
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,UNKNOWN
SHANTIGOLD,Shanti Gold International Limited,INE06ZD01017,UNKNOWN
SHARDACROP,Sharda Cropchem Limited,INE221J01015,UNKNOWN
SHARDAMOTR,Sharda Motor Industries Limited,INE597I01028,UNKNOWN
SHAREINDIA,Share India Securities Limited,INE932X01026,UNKNOWN
SHEKHAWATI,Shekhawati Industries Limited,INE268L01046,UNKNOWN
SHEMAROO,Shemaroo Entertainment Limited,INE363M01019,UNKNOWN
SHILCTECH,Shilchar Technologies Limited,INE024F01011,UNKNOWN
SHILPAMED,Shilpa Medicare Limited,INE790G01031,UNKNOWN
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,UNKNOWN
SHIVAMAUTO,Shivam Autotech Limited,INE637H01024,UNKNOWN
SHIVAMILLS,Shiva Mills Limited,INE644Y01017,UNKNOWN
SHIVATEX,Shiva Texyarn Limited,INE705C01020,UNKNOWN
SHIVAUM,Shiv Aum Steels Limited,INE719F01016,UNKNOWN
SHK,S H Kelkar and Company Limited,INE500L01026,UNKNOWN
SHOPERSTOP,Shoppers Stop Limited,INE498B01024,UNKNOWN
SHRADHA,Shradha Infraprojects Limited,INE715Y01031,UNKNOWN
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,INE232A01011,UNKNOWN
SHREECEM,SHREE CEMENT LIMITED,INE070A01015,UNKNOWN
SHREEJISPG,Shreeji Shipping Global Limited,INE1B6101010,UNKNOWN
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,INE712K01011,UNKNOWN
SHREERAMA,Shree Rama Multi-Tech Limited,INE879A01019,UNKNOWN
SHRENIK,Shrenik Limited,INE632X01030,UNKNOWN
SHREYANIND,Shreyans Industries Limited,INE231C01019,UNKNOWN
SHRINGARMS,Shringar House of Mangalsutra Limited,INE1B3L01017,UNKNOWN
SHRIPISTON,Shriram Pistons & Rings Limited,INE526E01018,UNKNOWN
SHRIRAMFIN,Shriram Finance Limited,INE721A01047,UNKNOWN
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,UNKNOWN
SHYAMCENT,Shyam Century Ferrous Limited,INE979R01011,UNKNOWN
SHYAMMETL,Shyam Metalics and Energy Limited,INE810G01011,UNKNOWN
SHYAMTEL,Shyam Telecom Limited,INE635A01023,UNKNOWN
SICALLOG,Sical Logistics Limited,INE075B01020,UNKNOWN
SIEMENS,Siemens Limited,INE003A01024,UNKNOWN
SIGACHI,Sigachi Industries Limited,INE0D0K01022,UNKNOWN
SIGIND,Signet Industries Limited,INE529F01035,UNKNOWN
SIGMA,Sigma Solve Limited,INE0A0S01028,UNKNOWN
SIGNATURE,Signatureglobal (India) Limited,INE903U01023,UNKNOWN
SIGNPOST,Signpost India Limited,INE0KGZ01021,UNKNOWN
SIKKO,Sikko Industries Limited,INE112X01025,UNKNOWN
SIL,Standard Industries Limited,INE173A01025,UNKNOWN
SILGO,Silgo Retail Limited,INE01II01013,UNKNOWN
SILGO-RE1,Silgo Retail Ltd-RE,INE01II20021,UNKNOWN
SILINV,SIL Investments Limited,INE923A01015,UNKNOWN
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,UNKNOWN
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,UNKNOWN
SIMBHALS,Simbhaoli Sugars Limited,INE748T01016,UNKNOWN
SIMPLEXINF,Simplex Infrastructures Limited,INE059B01024,UNKNOWN
SINCLAIR,Sinclairs Hotels Limited,INE985A01022,UNKNOWN
SINDHUTRAD,Sindhu Trade Links Limited,INE325D01025,UNKNOWN
SINTERCOM,Sintercom India Limited,INE129Z01016,UNKNOWN
SIRCA,Sirca Paints India Limited,INE792Z01011,UNKNOWN
SIS,SIS LIMITED,INE285J01028,UNKNOWN
SITINET,Siti Networks Limited,INE965H01011,UNKNOWN
SIYSIL,Siyaram Silk Mills Limited,INE076B01028,UNKNOWN
SJS,S.J.S. Enterprises Limited,INE284S01014,UNKNOWN
SJVN,SJVN Limited,INE002L01015,UNKNOWN
SKFINDIA,SKF India Limited,INE640A01023,UNKNOWN
SKFINDUS,SKF India (Industrial) Limited,INE2J8701016,UNKNOWN
SKIPPER,Skipper Limited,INE439E01022,UNKNOWN
SKMEGGPROD,SKM Egg Products Export (India) Limited,INE411D01023,UNKNOWN
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,INE01IU01018,UNKNOWN
SMARTLINK,Smartlink Holdings Limited,INE178C01020,UNKNOWN
SMARTWORKS,Smartworks Coworking Spaces Limited,INE0NAZ01010,UNKNOWN
SMCGLOBAL,SMC Global Securities Limited,INE103C01036,UNKNOWN
SMLMAH,SML Mahindra Limited,INE294B01019,UNKNOWN
SMLT,Sarthak Metals Limited,INE017W01010,UNKNOWN
SMSPHARMA,SMS Pharmaceuticals Limited,INE812G01025,UNKNOWN
SNOWMAN,Snowman Logistics Limited,INE734N01019,UNKNOWN
SOBHA,Sobha Limited,INE671H01015,UNKNOWN
SOFTTECH,Softtech Engineers Limited,INE728Z01015,UNKNOWN
SOLARA,Solara Active Pharma Sciences Limited,INE624Z01016,UNKNOWN
SOLARINDS,Solar Industries India Limited,INE343H01029,UNKNOWN
SOLARWORLD,Solarworld Energy Solutions Limited,INE0TY101024,UNKNOWN
SOLEX,Solex Energy Limited,INE880Y01017,UNKNOWN
SOMANYCERA,Somany Ceramics Limited,INE355A01028,UNKNOWN
SOMATEX,Soma Textiles & Industries Limited,INE314C01013,UNKNOWN
SOMICONVEY,Somi Conveyor Beltings Limited,INE323J01019,UNKNOWN
SONACOMS,Sona BLW Precision Forgings Limited,INE073K01018,UNKNOWN
SONAMLTD,SONAM LIMITED,INE00LM01029,UNKNOWN
SONATSOFTW,Sonata Software Limited,INE269A01021,UNKNOWN
SOTL,Savita Oil Technologies Limited,INE035D01020,UNKNOWN
SOUTHBANK,The South Indian Bank Limited,INE683A01023,UNKNOWN
SOUTHWEST,South West Pinnacle Exploration Limited,INE980Y01015,UNKNOWN
SPAL,S. P. Apparels Limited,INE212I01016,UNKNOWN
SPANDANA,Spandana Sphoorty Financial Limited,INE572J01011,UNKNOWN
SPARC,Sun Pharma Advanced Research Company Limited,INE232I01014,UNKNOWN
SPCENET,Spacenet Enterprises India Limited,INE970N01027,UNKNOWN
SPECIALITY,Speciality Restaurants Limited,INE247M01014,UNKNOWN
SPECTRUM,Spectrum Electrical Industries Limited,INE01EO01010,UNKNOWN
SPENCERS,Spencer's Retail Limited,INE020801028,UNKNOWN
SPIC,Southern Petrochemicals Industries Corporation  Limited,INE147A01011,UNKNOWN
SPLIL,SPL Industries Limited,INE978G01016,UNKNOWN
SPLPETRO,Supreme Petrochem Limited,INE663A01033,UNKNOWN
SPMLINFRA,SPML Infra Limited,INE937A01023,UNKNOWN
SPORTKING,Sportking India Limited,INE885H01029,UNKNOWN
SRD,Shankar Lal Rampal Dye-Chem Limited,INE01NE01012,UNKNOWN
SREEL,Sreeleathers Limited,INE099F01013,UNKNOWN
SRF,SRF Limited,INE647A01010,UNKNOWN
SRGHFL,SRG Housing Finance Limited,INE559N01010,UNKNOWN
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,INE917H01012,UNKNOWN
SRM,SRM Contractors Limited,INE0R6Z01013,UNKNOWN
SRPL,Shree Ram Proteins Limited,INE008Z01020,UNKNOWN
SSDL,Saraswati Saree Depot Limited,INE0PQ101010,UNKNOWN
SSWL,Steel Strips Wheels Limited,INE802C01033,UNKNOWN
STALLION,Stallion India Fluorochemicals Limited,INE0RYC01010,UNKNOWN
STANLEY,Stanley Lifestyles Limited,INE01A001028,UNKNOWN
STAR,Strides Pharma Science Limited,INE939A01011,UNKNOWN
STARCEMENT,Star Cement Limited,INE460H01021,UNKNOWN
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,UNKNOWN
STARPAPER,Star Paper Mills Limited,INE733A01018,UNKNOWN
STARTECK,Starteck Finance Limited,INE992I01013,UNKNOWN
STCINDIA,The State Trading Corporation of India Limited,INE655A01013,UNKNOWN
STEELCAS,Steelcast Limited,INE124E01038,UNKNOWN
STEELCITY,Steel City Securities Limited,INE395H01011,UNKNOWN
STEELXIND,STEEL EXCHANGE INDIA LIMITED,INE503B01021,UNKNOWN
STEL,Stel Holdings Limited,INE577L01016,UNKNOWN
STERTOOLS,Sterling Tools Limited,INE334A01023,UNKNOWN
STLNETWORK,STL Networks Limited,INE1VXE01018,UNKNOWN
STLTECH,Sterlite Technologies Limited,INE089C01029,UNKNOWN
STOVEKRAFT,Stove Kraft Limited,INE00IN01015,UNKNOWN
STUDDS,Studds Accessories Limited,INE00Q601028,UNKNOWN
STYL,Seshaasai Technologies Limited,INE04VU01023,UNKNOWN
STYLAMIND,Stylam Industries Limited,INE239C01020,UNKNOWN
STYLEBAAZA,Baazar Style Retail Limited,INE01FR01028,UNKNOWN
STYRENIX,Styrenix Performance Materials Limited,INE189B01011,UNKNOWN
SUBEXLTD,Subex Limited,INE754A01055,UNKNOWN
SUBROS,Subros Limited,INE287B01021,UNKNOWN
SUDARCOLOR,Sudarshan Colorants India Limited,INE492A01029,UNKNOWN
SUDARSCHEM,Sudarshan Chemical Industries Limited,INE659A01023,UNKNOWN
SUDEEPPHRM,Sudeep Pharma Limited,INE0QPI01025,UNKNOWN
SUKHJITS,Sukhjit Starch & Chemicals Limited,INE450E01029,UNKNOWN
SULA,Sula Vineyards Limited,INE142Q01026,UNKNOWN
SUMEETINDS,Sumeet Industries Limited,INE235C01036,UNKNOWN
SUMICHEM,Sumitomo Chemical India Limited,INE258G01013,UNKNOWN
SUMIT,Sumit Woods Limited,INE748Z01013,UNKNOWN
SUMMITSEC,Summit Securities Limited,INE519C01017,UNKNOWN
SUNCLAY,Sundaram Clayton Limited,INE0Q3R01026,UNKNOWN
SUNDARAM,Sundaram Multi Pap Limited,INE108E01023,UNKNOWN
SUNDARMFIN,Sundaram Finance Limited,INE660A01013,UNKNOWN
SUNDRMBRAK,Sundaram Brake Linings Limited,INE073D01013,UNKNOWN
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,UNKNOWN
SUNDROP,Sundrop Brands Limited,INE209A01019,UNKNOWN
SUNFLAG,Sunflag Iron And Steel Company Limited,INE947A01014,UNKNOWN
SUNPHARMA,Sun Pharmaceutical Industries Limited,INE044A01036,UNKNOWN
SUNTECK,Sunteck Realty Limited,INE805D01034,UNKNOWN
SUNTV,Sun TV Network Limited,INE424H01027,UNKNOWN
SUPERHOUSE,Superhouse Limited,INE712B01010,UNKNOWN
SUPERSPIN,Super Spinning Mills Limited,INE662A01027,UNKNOWN
SUPRAJIT,Suprajit Engineering Limited,INE399C01030,UNKNOWN
SUPREME,Supreme Holdings & Hospitality (India) Limited,INE822E01011,UNKNOWN
SUPREMEIND,Supreme Industries Limited,INE195A01028,UNKNOWN
SUPREMEINF,Supreme Infrastructure India Limited,INE550H01011,UNKNOWN
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,UNKNOWN
SURAJEST,Suraj Estate Developers Limited,INE843S01025,UNKNOWN
SURAJLTD,Suraj Limited,INE713C01016,UNKNOWN
SURAKSHA,Suraksha Diagnostic Limited,INE877V01027,UNKNOWN
SURANASOL,Surana Solar Limited,INE272L01022,UNKNOWN
SURANAT&P,Surana Telecom and Power Limited,INE130B01031,UNKNOWN
SURYALAXMI,Suryalakshmi Cotton Mills Limited,INE713B01026,UNKNOWN
SURYAROSNI,Surya Roshni Limited,INE335A01020,UNKNOWN
SURYODAY,Suryoday Small Finance Bank Limited,INE428Q01011,UNKNOWN
SUTLEJTEX,Sutlej Textiles and Industries Limited,INE645H01027,UNKNOWN
SUVEN,Suven Life Sciences Limited,INE495B01038,UNKNOWN
SUVIDHAA,Suvidhaa Infoserve Limited,INE018401013,UNKNOWN
SUYOG,Suyog Telematics Limited,INE442P01014,UNKNOWN
SUZLON,Suzlon Energy Limited,INE040H01021,UNKNOWN
SVLL,Shree Vasu Logistics Limited,INE00CE01017,UNKNOWN
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,INE308E01029,UNKNOWN
SWANCORP,SWAN CORP LIMITED,INE665A01038,UNKNOWN
SWARAJENG,Swaraj Engines Limited,INE277A01016,UNKNOWN
SWELECTES,Swelect Energy Systems Limited,INE409B01013,UNKNOWN
SWIGGY,Swiggy Limited,INE00H001014,UNKNOWN
SWSOLAR,Sterling and Wilson Renewable Energy Limited,INE00M201021,UNKNOWN
SYMPHONY,Symphony Limited,INE225D01027,UNKNOWN
SYNCOMF,Syncom Formulations (India) Limited,INE312C01025,UNKNOWN
SYNGENE,Syngene International Limited,INE398R01022,UNKNOWN
SYRMA,Syrma SGS Technology Limited,INE0DYJ01015,UNKNOWN
SYSTMTXC,Systematix Corporate Services Limited,INE356B01024,UNKNOWN
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,INE123C01018,UNKNOWN
TAJGVK,Taj GVK Hotels & Resorts Limited,INE586B01026,UNKNOWN
TAKE,Take Solutions Limited,INE142I01023,UNKNOWN
TALBROAUTO,Talbros Automotive Components Limited,INE187D01029,UNKNOWN
TANLA,Tanla Platforms Limited,INE483C01032,UNKNOWN
TARACHAND,Tara Chand InfraLogistic Solutions Limited,INE555Z01020,UNKNOWN
TARAPUR,Tarapur Transformers Limited,INE747K01017,UNKNOWN
TARC,TARC Limited,INE0EK901012,UNKNOWN
TARIL,Transformers And Rectifiers (India) Limited,INE763I01026,UNKNOWN
TARMAT,Tarmat Limited,INE924H01018,UNKNOWN
TARSONS,Tarsons Products Limited,INE144Z01023,UNKNOWN
TASTYBITE,Tasty Bite Eatables Limited,INE488B01017,UNKNOWN
TATACAP,Tata Capital Limited,INE976I01016,UNKNOWN
TATACHEM,Tata Chemicals Limited,INE092A01019,UNKNOWN
TATACOMM,Tata Communications Limited,INE151A01013,UNKNOWN
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,UNKNOWN
TATAELXSI,Tata Elxsi Limited,INE670A01012,UNKNOWN
TATAINVEST,Tata Investment Corporation Limited,INE672A01026,UNKNOWN
TATAPOWER,Tata Power Company Limited,INE245A01021,UNKNOWN
TATASTEEL,Tata Steel Limited,INE081A01020,UNKNOWN
TATATECH,Tata Technologies Limited,INE142M01025,UNKNOWN
