symbol,sector,computed_time
DISHTV,Unknown,2026-02-19 07:56:16.838956
DIVGIITTS,Unknown,2026-02-19 07:56:16.838993
DIVISLAB,Unknown,2026-02-19 07:56:16.839042
DIXON,IT,2026-02-19 07:56:16.839078
DLF,Unknown,2026-02-19 07:56:16.839115
DLINKINDIA,Unknown,2026-02-19 07:56:16.839153
DMART,Unknown,2026-02-19 07:56:16.839194
DMCC,Unknown,2026-02-19 07:56:16.839271
DNAMEDIA,Unknown,2026-02-19 07:56:16.839314
DODLA,Unknown,2026-02-19 07:56:16.839352
DOLATALGO,IT,2026-02-19 07:56:16.839390
DOLLAR,Unknown,2026-02-19 07:56:16.839428
DOLPHIN,Unknown,2026-02-19 07:56:16.839466
DOMS,Unknown,2026-02-19 07:56:16.839503
DONEAR,Unknown,2026-02-19 07:56:16.839540
DPABHUSHAN,Unknown,2026-02-19 07:56:16.839577
DPSCLTD,Unknown,2026-02-19 07:56:16.839614
DPWIRES,Unknown,2026-02-19 07:56:16.839652
DRCSYSTEMS,Unknown,2026-02-19 07:56:16.839702
DREAMFOLKS,Unknown,2026-02-19 07:56:16.839739
DREDGECORP,Unknown,2026-02-19 07:56:16.839775
DRREDDY,Unknown,2026-02-19 07:56:16.839812
DSSL,Unknown,2026-02-19 07:56:16.839849
DTIL,Unknown,2026-02-19 07:56:16.839886
DUCON,IT,2026-02-19 07:56:16.839922
DVL,Unknown,2026-02-19 07:56:16.839967
DWARKESH,Unknown,2026-02-19 07:56:16.840010
DYCL,Unknown,2026-02-19 07:56:16.840049
DYNAMATECH,IT,2026-02-19 07:56:16.840086
DYNPRO,Unknown,2026-02-19 07:56:16.840123
E2E,Unknown,2026-02-19 07:56:16.840160
EASEMYTRIP,Unknown,2026-02-19 07:56:16.840197
EBGNG,Unknown,2026-02-19 07:56:16.840263
ECLERX,Unknown,2026-02-19 07:56:16.840302
ECOSMOBLTY,Unknown,2026-02-19 07:56:16.840339
EDELWEISS,Unknown,2026-02-19 07:56:16.840377
EFCIL,Unknown,2026-02-19 07:56:16.840414
EICHERMOT,Unknown,2026-02-19 07:56:16.840451
EIDPARRY,Unknown,2026-02-19 07:56:16.840488
EIEL,Unknown,2026-02-19 07:56:16.840525
EIFFL,Unknown,2026-02-19 07:56:16.840562
EIHAHOTELS,Unknown,2026-02-19 07:56:16.840599
EIHOTEL,Unknown,2026-02-19 07:56:16.840636
EIMCOELECO,Unknown,2026-02-19 07:56:16.840673
EKC,Unknown,2026-02-19 07:56:16.840710
ELDEHSG,Unknown,2026-02-19 07:56:16.840748
ELECON,Unknown,2026-02-19 07:56:16.840795
ELECTCAST,Metals,2026-02-19 07:56:16.840833
ELECTHERM,Unknown,2026-02-19 07:56:16.840870
ELGIEQUIP,Unknown,2026-02-19 07:56:16.840907
ELGIRUBCO,Unknown,2026-02-19 07:56:16.840944
ELIN,Unknown,2026-02-19 07:56:16.840982
ELLEN,Energy,2026-02-19 07:56:16.841019
EMAMILTD,Unknown,2026-02-19 07:56:16.841061
EMAMIPAP,Unknown,2026-02-19 07:56:16.841100
EMAMIREAL,Unknown,2026-02-19 07:56:16.841137
EMCURE,Pharma,2026-02-19 07:56:16.841175
EMIL,Unknown,2026-02-19 07:56:16.841235
EMKAY,Unknown,2026-02-19 07:56:16.841279
EMMBI,Unknown,2026-02-19 07:56:16.841318
EMMVEE,Energy,2026-02-19 07:56:16.841355
EMSLIMITED,Unknown,2026-02-19 07:56:16.841392
EMUDHRA,Unknown,2026-02-19 07:56:16.841429
ENDURANCE,IT,2026-02-19 07:56:16.841466
ENGINERSIN,Unknown,2026-02-19 07:56:16.841503
ENIL,Unknown,2026-02-19 07:56:16.841541
ENRIN,Energy,2026-02-19 07:56:16.841578
ENTERO,Unknown,2026-02-19 07:56:16.841615
EPACK,Unknown,2026-02-19 07:56:16.841653
EPACKPEB,IT,2026-02-19 07:56:16.841690
EPIGRAL,Unknown,2026-02-19 07:56:16.841727
EPL,Unknown,2026-02-19 07:56:16.841764
EQUITASBNK,Finance,2026-02-19 07:56:16.841800
ERIS,Unknown,2026-02-19 07:56:16.841837
ESABINDIA,Unknown,2026-02-19 07:56:16.841874
ESAFSFB,Finance,2026-02-19 07:56:16.841910
ESCORTS,Unknown,2026-02-19 07:56:16.841947
ESSARSHPNG,Unknown,2026-02-19 07:56:16.841984
ESSENTIA,Unknown,2026-02-19 07:56:16.842021
ESTER,Unknown,2026-02-19 07:56:16.842057
ETERNAL,Unknown,2026-02-19 07:56:16.842094
ETHOSLTD,Unknown,2026-02-19 07:56:16.842131
EUREKAFORB,Unknown,2026-02-19 07:56:16.842168
EUROBOND,Unknown,2026-02-19 07:56:16.842220
EUROPRATIK,Unknown,2026-02-19 07:56:16.842265
EVEREADY,Unknown,2026-02-19 07:56:16.842305
EVERESTIND,Unknown,2026-02-19 07:56:16.842343
EXCEL,Unknown,2026-02-19 07:56:16.842380
EXCELINDUS,Unknown,2026-02-19 07:56:16.842417
EXCELSOFT,IT,2026-02-19 07:56:16.842461
EXICOM,Unknown,2026-02-19 07:56:16.842501
EXIDEIND,Unknown,2026-02-19 07:56:16.842539
EXPLEOSOL,Unknown,2026-02-19 07:56:16.842577
FABTECH,IT,2026-02-19 07:56:16.842626
FACT,Unknown,2026-02-19 07:56:16.842663
FAIRCHEMOR,Unknown,2026-02-19 07:56:16.842701
FAZE3Q,Unknown,2026-02-19 07:56:16.842739
FCL,Unknown,2026-02-19 07:56:16.842777
FCSSOFT,IT,2026-02-19 07:56:16.842813
FDC,Unknown,2026-02-19 07:56:16.842850
FEDERALBNK,Finance,2026-02-19 07:56:16.842886
FEDFINA,Finance,2026-02-19 07:56:16.842922
FIBERWEB,Unknown,2026-02-19 07:56:16.842958
FIEMIND,Unknown,2026-02-19 07:56:16.842995
FILATEX,Unknown,2026-02-19 07:56:16.843032
FILATFASH,Unknown,2026-02-19 07:56:16.843068
FINCABLES,Unknown,2026-02-19 07:56:16.843105
FINEORG,Unknown,2026-02-19 07:56:16.843141
FINKURVE,Unknown,2026-02-19 07:56:16.843178
FINOPB,Finance,2026-02-19 07:56:16.843233
FINPIPE,Unknown,2026-02-19 07:56:16.843275
FIRSTCRY,Unknown,2026-02-19 07:56:16.843313
FISCHER,Unknown,2026-02-19 07:56:16.843351
FIVESTAR,Finance,2026-02-19 07:56:16.843388
FLAIR,Unknown,2026-02-19 07:56:16.843425
FLEXITUFF,Unknown,2026-02-19 07:56:16.843462
FLUOROCHEM,Unknown,2026-02-19 07:56:16.843499
FMGOETZE,Unknown,2026-02-19 07:56:16.843535
FMNL,Unknown,2026-02-19 07:56:16.843571
FOCUS,Unknown,2026-02-19 07:56:16.843608
FOODSIN,Unknown,2026-02-19 07:56:16.843645
FORCEMOT,Unknown,2026-02-19 07:56:16.843688
FORTIS,Unknown,2026-02-19 07:56:16.843728
FOSECOIND,Unknown,2026-02-19 07:56:16.843766
FRACTAL,Unknown,2026-02-19 07:56:16.843805
FSL,Unknown,2026-02-19 07:56:16.843842
FUSION,Finance,2026-02-19 07:56:16.843879
GABRIEL,Unknown,2026-02-19 07:56:16.843917
GAEL,Unknown,2026-02-19 07:56:16.843955
GAIL,Unknown,2026-02-19 07:56:16.843993
GALAPREC,Unknown,2026-02-19 07:56:16.844031
GALAXYSURF,Unknown,2026-02-19 07:56:16.844069
GALLANTT,Unknown,2026-02-19 07:56:16.844107
GANDHAR,Energy,2026-02-19 07:56:16.844145
GANDHITUBE,Unknown,2026-02-19 07:56:16.844183
GANECOS,Unknown,2026-02-19 07:56:16.844242
GANESHBE,Unknown,2026-02-19 07:56:16.844284
GANESHCP,Unknown,2026-02-19 07:56:16.844323
GANESHHOU,Unknown,2026-02-19 07:56:16.844367
GANGAFORGE,Unknown,2026-02-19 07:56:16.844406
GANGESSECU,Unknown,2026-02-19 07:56:16.844451
GARFIBRES,IT,2026-02-19 07:56:16.844488
GARUDA,Unknown,2026-02-19 07:56:16.844527
GATECH,IT,2026-02-19 07:56:16.844575
GATECHDVR,IT,2026-02-19 07:56:16.844611
GATEWAY,Unknown,2026-02-19 07:56:16.844648
GAYAHWS,Unknown,2026-02-19 07:56:16.844686
GEECEE,Unknown,2026-02-19 07:56:16.844723
GEEKAYWIRE,Unknown,2026-02-19 07:56:16.844761
GEMAROMA,Unknown,2026-02-19 07:56:16.844798
GENCON,Unknown,2026-02-19 07:56:16.844837
GENESYS,Unknown,2026-02-19 07:56:16.844875
GENUSPAPER,Unknown,2026-02-19 07:56:16.844919
GEOJITFSL,Unknown,2026-02-19 07:56:16.844963
GESHIP,Unknown,2026-02-19 07:56:16.845002
GFLLIMITED,Unknown,2026-02-19 07:56:16.845041
GHCL,Unknown,2026-02-19 07:56:16.845081
GHCLTEXTIL,Unknown,2026-02-19 07:56:16.845120
GICHSGFIN,Finance,2026-02-19 07:56:16.845174
GICRE,Finance,2026-02-19 07:56:16.845234
GILLANDERS,Unknown,2026-02-19 07:56:16.845278
GILLETTE,Unknown,2026-02-19 07:56:16.845317
GINNIFILA,Unknown,2026-02-19 07:56:16.845355
GIPCL,Energy,2026-02-19 07:56:16.845393
GKENERGY,Energy,2026-02-19 07:56:16.845431
GKSL,Unknown,2026-02-19 07:56:16.845469
GKWLIMITED,Unknown,2026-02-19 07:56:16.845507
GLAND,Pharma,2026-02-19 07:56:16.845544
GLAXO,Pharma,2026-02-19 07:56:16.845582
GLENMARK,Pharma,2026-02-19 07:56:16.845619
GLFL,Unknown,2026-02-19 07:56:16.845656
GLOBALE,Unknown,2026-02-19 07:56:16.845694
GLOBALVECT,Unknown,2026-02-19 07:56:16.845732
GLOBE,Unknown,2026-02-19 07:56:16.845771
GLOBECIVIL,Unknown,2026-02-19 07:56:16.845809
GLOBUSSPR,Unknown,2026-02-19 07:56:16.845846
GLOSTERLTD,Unknown,2026-02-19 07:56:16.845883
GLOTTIS,Unknown,2026-02-19 07:56:16.845921
GMBREW,Unknown,2026-02-19 07:56:16.845957
GMDCLTD,Unknown,2026-02-19 07:56:16.845995
GMMPFAUDLR,Unknown,2026-02-19 07:56:16.846032
GMRAIRPORT,Unknown,2026-02-19 07:56:16.846069
GMRP&UI,Energy,2026-02-19 07:56:16.846106
GNA,Unknown,2026-02-19 07:56:16.846144
GNFC,Unknown,2026-02-19 07:56:16.846187
GOACARBON,Unknown,2026-02-19 07:56:16.846248
GOCLCORP,Unknown,2026-02-19 07:56:16.846289
GOCOLORS,Unknown,2026-02-19 07:56:16.846327
GODAVARIB,Pharma,2026-02-19 07:56:16.846365
GODFRYPHLP,Unknown,2026-02-19 07:56:16.846403
GODIGIT,Finance,2026-02-19 07:56:16.846440
GODREJAGRO,Unknown,2026-02-19 07:56:16.846477
GODREJCP,Unknown,2026-02-19 07:56:16.846515
GODREJIND,Unknown,2026-02-19 07:56:16.846553
GODREJPROP,Unknown,2026-02-19 07:56:16.846591
GOKEX,Unknown,2026-02-19 07:56:16.846628
GOKUL,Energy,2026-02-19 07:56:16.846666
GOKULAGRO,Unknown,2026-02-19 07:56:16.846703
GOLDIAM,Unknown,2026-02-19 07:56:16.846740
GOLDTECH,IT,2026-02-19 07:56:16.846776
GOODLUCK,Unknown,2026-02-19 07:56:16.846813
GOPAL,Unknown,2026-02-19 07:56:16.846850
GPIL,Energy,2026-02-19 07:56:16.846886
GPPL,Unknown,2026-02-19 07:56:16.846924
GPTHEALTH,Unknown,2026-02-19 07:56:16.846961
GPTINFRA,Unknown,2026-02-19 07:56:16.846998
GRANULES,Unknown,2026-02-19 07:56:16.847036
GRAPHITE,Unknown,2026-02-19 07:56:16.847073
GRASIM,Unknown,2026-02-19 07:56:16.847110
GRAVITA,Unknown,2026-02-19 07:56:16.847147
GREAVESCOT,Unknown,2026-02-19 07:56:16.847184
GREENLAM,Unknown,2026-02-19 07:56:16.847240
GREENPANEL,Unknown,2026-02-19 07:56:16.847282
GREENPLY,Unknown,2026-02-19 07:56:16.847319
GREENPOWER,Energy,2026-02-19 07:56:16.847356
GRINDWELL,Unknown,2026-02-19 07:56:16.847394
GRINFRA,Unknown,2026-02-19 07:56:16.847441
GRMOVER,Unknown,2026-02-19 07:56:16.847480
GROBTEA,Unknown,2026-02-19 07:56:16.847517
GROWW,Unknown,2026-02-19 07:56:16.847555
GRPLTD,Unknown,2026-02-19 07:56:16.847592
GRSE,Unknown,2026-02-19 07:56:16.847629
GRWRHITECH,IT,2026-02-19 07:56:16.847666
GSFC,Unknown,2026-02-19 07:56:16.847705
GSPL,Unknown,2026-02-19 07:56:16.847743
GSS,IT,2026-02-19 07:56:16.847779
GTECJAINX,Unknown,2026-02-19 07:56:16.847823
GTL,Unknown,2026-02-19 07:56:16.847862
GTLINFRA,Unknown,2026-02-19 07:56:16.847899
GTPL,Unknown,2026-02-19 07:56:16.847936
GUFICBIO,Pharma,2026-02-19 07:56:16.847973
GUJALKALI,Unknown,2026-02-19 07:56:16.848010
GUJAPOLLO,Unknown,2026-02-19 07:56:16.848047
GUJGASLTD,Energy,2026-02-19 07:56:16.848084
GUJTHEM,Pharma,2026-02-19 07:56:16.848121
GULFOILLUB,Energy,2026-02-19 07:56:16.848157
GULFPETRO,Unknown,2026-02-19 07:56:16.848194
GULPOLY,Unknown,2026-02-19 07:56:16.848252
GVPIL,Energy,2026-02-19 07:56:16.848291
GVPTECH,IT,2026-02-19 07:56:16.848329
GVT&D,Unknown,2026-02-19 07:56:16.848366
HAL,Unknown,2026-02-19 07:56:16.848405
HAPPSTMNDS,IT,2026-02-19 07:56:16.848442
HAPPYFORGE,Unknown,2026-02-19 07:56:16.848480
HARIOMPIPE,Unknown,2026-02-19 07:56:16.848517
HARRMALAYA,Unknown,2026-02-19 07:56:16.848555
HARSHA,Unknown,2026-02-19 07:56:16.848592
HATHWAY,Unknown,2026-02-19 07:56:16.848629
HATSUN,Unknown,2026-02-19 07:56:16.848673
HAVELLS,Unknown,2026-02-19 07:56:16.848712
HAVISHA,Unknown,2026-02-19 07:56:16.848750
HBLENGINE,Unknown,2026-02-19 07:56:16.848787
HCC,Unknown,2026-02-19 07:56:16.848825
HCG,Unknown,2026-02-19 07:56:16.848862
HCL-INSYS,Unknown,2026-02-19 07:56:16.848899
HCLTECH,IT,2026-02-19 07:56:16.848936
HDBFS,Unknown,2026-02-19 07:56:16.848973
HDFCAMC,Unknown,2026-02-19 07:56:16.849011
HDFCBANK,Finance,2026-02-19 07:56:16.849047
HDFCLIFE,Finance,2026-02-19 07:56:16.849084
HEADSUP,Unknown,2026-02-19 07:56:16.849120
HECPROJECT,Unknown,2026-02-19 07:56:16.849157
HEG,Unknown,2026-02-19 07:56:16.849194
HEIDELBERG,Cement,2026-02-19 07:56:16.849253
HEMIPROP,Unknown,2026-02-19 07:56:16.849293
HERANBA,Unknown,2026-02-19 07:56:16.849331
HERITGFOOD,Unknown,2026-02-19 07:56:16.849369
HEROMOTOCO,Unknown,2026-02-19 07:56:16.849406
HESTERBIO,Pharma,2026-02-19 07:56:16.849443
HEXATRADEX,Unknown,2026-02-19 07:56:16.849480
HEXT,IT,2026-02-19 07:56:16.849516
HFCL,Unknown,2026-02-19 07:56:16.849553
HGINFRA,Unknown,2026-02-19 07:56:16.849591
HGM,Unknown,2026-02-19 07:56:16.849628
HGS,Unknown,2026-02-19 07:56:16.849666
HIKAL,Unknown,2026-02-19 07:56:16.849702
HILINFRA,Unknown,2026-02-19 07:56:16.849739
HILTON,Metals,2026-02-19 07:56:16.849776
HIMATSEIDE,Unknown,2026-02-19 07:56:16.849824
HINDALCO,Unknown,2026-02-19 07:56:16.849862
HINDCOMPOS,Unknown,2026-02-19 07:56:16.849907
HINDCON,Unknown,2026-02-19 07:56:16.849946
HINDCOPPER,Unknown,2026-02-19 07:56:16.849983
HINDOILEXP,Energy,2026-02-19 07:56:16.850021
HINDPETRO,Unknown,2026-02-19 07:56:16.850059
HINDUNILVR,Unknown,2026-02-19 07:56:16.850096
HINDWAREAP,Unknown,2026-02-19 07:56:16.850134
HINDZINC,Unknown,2026-02-19 07:56:16.850171
HIRECT,Unknown,2026-02-19 07:56:16.850225
HISARMETAL,Metals,2026-02-19 07:56:16.850268
HITECH,IT,2026-02-19 07:56:16.850305
HITECHCORP,IT,2026-02-19 07:56:16.850342
HLEGLAS,Unknown,2026-02-19 07:56:16.850380
HLVLTD,Unknown,2026-02-19 07:56:16.850417
HMAAGRO,Unknown,2026-02-19 07:56:16.850455
HMVL,Unknown,2026-02-19 07:56:16.850492
HNDFDS,Unknown,2026-02-19 07:56:16.850529
HOMEFIRST,Finance,2026-02-19 07:56:16.850565
HONASA,Unknown,2026-02-19 07:56:16.850602
HONAUT,Automobile,2026-02-19 07:56:16.850638
HONDAPOWER,Energy,2026-02-19 07:56:16.850675
HPAL,Unknown,2026-02-19 07:56:16.850712
HPIL,Unknown,2026-02-19 07:56:16.850749
HPL,Energy,2026-02-19 07:56:16.850787
HSCL,Unknown,2026-02-19 07:56:16.850823
HTMEDIA,Unknown,2026-02-19 07:56:16.850860
HUBTOWN,Unknown,2026-02-19 07:56:16.850896
HUDCO,Unknown,2026-02-19 07:56:16.850934
HUHTAMAKI,Unknown,2026-02-19 07:56:16.850976
HYBRIDFIN,Unknown,2026-02-19 07:56:16.851016
HYUNDAI,Unknown,2026-02-19 07:56:16.851052
IBULLSLTD,Unknown,2026-02-19 07:56:16.851094
ICDSLTD,Unknown,2026-02-19 07:56:16.851146
ICEMAKE,Unknown,2026-02-19 07:56:16.851183
ICICIAMC,Unknown,2026-02-19 07:56:16.851239
ICICIBANK,Finance,2026-02-19 07:56:16.851279
ICICIGI,Finance,2026-02-19 07:56:16.851316
ICICIPRULI,Finance,2026-02-19 07:56:16.851352
ICIL,Unknown,2026-02-19 07:56:16.851389
ICRA,Unknown,2026-02-19 07:56:16.851426
IDBI,Finance,2026-02-19 07:56:16.851462
IDEA,Unknown,2026-02-19 07:56:16.851500
IDEAFORGE,IT,2026-02-19 07:56:16.851536
IDFCFIRSTB,Finance,2026-02-19 07:56:16.851573
IEX,Energy,2026-02-19 07:56:16.851610
IFBAGRO,Unknown,2026-02-19 07:56:16.851647
IFBIND,Unknown,2026-02-19 07:56:16.851692
IFCI,Unknown,2026-02-19 07:56:16.851728
IFGLEXPOR,Unknown,2026-02-19 07:56:16.851765
IGARASHI,Unknown,2026-02-19 07:56:16.851814
IGCL,Unknown,2026-02-19 07:56:16.851850
IGIL,Unknown,2026-02-19 07:56:16.851888
IGL,Energy,2026-02-19 07:56:16.851925
IGPL,Unknown,2026-02-19 07:56:16.851962
IIFL,Finance,2026-02-19 07:56:16.851998
IIFLCAPS,Unknown,2026-02-19 07:56:16.852047
IITL,Unknown,2026-02-19 07:56:16.852095
IKIO,IT,2026-02-19 07:56:16.852131
IKS,Unknown,2026-02-19 07:56:16.852168
IMAGICAA,Unknown,2026-02-19 07:56:16.852222
IMFA,Metals,2026-02-19 07:56:16.852266
IMPAL,Unknown,2026-02-19 07:56:16.852305
INCREDIBLE,Unknown,2026-02-19 07:56:16.852357
INDBANK,Finance,2026-02-19 07:56:16.852400
INDGN,Unknown,2026-02-19 07:56:16.852444
INDHOTEL,Unknown,2026-02-19 07:56:16.852483
INDIACEM,Cement,2026-02-19 07:56:16.852521
INDIAGLYCO,Unknown,2026-02-19 07:56:16.852559
INDIAMART,Unknown,2026-02-19 07:56:16.852598
INDIANB,Finance,2026-02-19 07:56:16.852642
INDIANCARD,Unknown,2026-02-19 07:56:16.852680
INDIANHUME,Unknown,2026-02-19 07:56:16.852717
INDIASHLTR,Finance,2026-02-19 07:56:16.852753
INDIGO,Unknown,2026-02-19 07:56:16.852789
INDIGOPNTS,Unknown,2026-02-19 07:56:16.852826
INDIQUBE,Unknown,2026-02-19 07:56:16.852863
INDNIPPON,Unknown,2026-02-19 07:56:16.852900
INDOAMIN,Unknown,2026-02-19 07:56:16.852937
INDOBORAX,Unknown,2026-02-19 07:56:16.852974
INDOCO,Unknown,2026-02-19 07:56:16.853012
INDOFARM,Unknown,2026-02-19 07:56:16.853053
INDORAMA,Unknown,2026-02-19 07:56:16.853093
INDOSTAR,Finance,2026-02-19 07:56:16.853130
INDOTECH,IT,2026-02-19 07:56:16.853166
INDOTHAI,Unknown,2026-02-19 07:56:16.853218
INDOUS,IT,2026-02-19 07:56:16.853262
INDOWIND,Energy,2026-02-19 07:56:16.853301
INDRAMEDCO,Unknown,2026-02-19 07:56:16.853339
INDSWFTLAB,Unknown,2026-02-19 07:56:16.853377
INDTERRAIN,Unknown,2026-02-19 07:56:16.853415
INDUSINDBK,Finance,2026-02-19 07:56:16.853451
INDUSTOWER,Unknown,2026-02-19 07:56:16.853488
INFOBEAN,IT,2026-02-19 07:56:16.853524
INFOMEDIA,Unknown,2026-02-19 07:56:16.853561
INFY,Unknown,2026-02-19 07:56:16.853598
INGERRAND,Unknown,2026-02-19 07:56:16.853641
INNOVACAP,Unknown,2026-02-19 07:56:16.853680
INNOVANA,Unknown,2026-02-19 07:56:16.853718
INOXGREEN,Energy,2026-02-19 07:56:16.853755
INOXINDIA,Unknown,2026-02-19 07:56:16.853793
INOXWIND,Unknown,2026-02-19 07:56:16.853830
INSECTICID,Unknown,2026-02-19 07:56:16.853867
INSPIRISYS,Unknown,2026-02-19 07:56:16.853904
INTELLECT,Unknown,2026-02-19 07:56:16.853941
INTENTECH,IT,2026-02-19 07:56:16.853978
INTERARCH,Unknown,2026-02-19 07:56:16.854015
INTLCONV,Unknown,2026-02-19 07:56:16.854051
INVENTURE,Unknown,2026-02-19 07:56:16.854087
IOB,Finance,2026-02-19 07:56:16.854123
IOC,Energy,2026-02-19 07:56:16.854161
IOLCP,Pharma,2026-02-19 07:56:16.854212
IONEXCHANG,Unknown,2026-02-19 07:56:16.854259
IPCALAB,Unknown,2026-02-19 07:56:16.854298
IPL,Unknown,2026-02-19 07:56:16.854342
IRB,Unknown,2026-02-19 07:56:16.854382
IRCON,Unknown,2026-02-19 07:56:16.854425
IRCTC,Unknown,2026-02-19 07:56:16.854465
IREDA,Energy,2026-02-19 07:56:16.854503
IRFC,Finance,2026-02-19 07:56:16.854539
IRIS,IT,2026-02-19 07:56:16.854576
IRISDOREME,Unknown,2026-02-19 07:56:16.854613
IRMENERGY,Energy,2026-02-19 07:56:16.854651
ISFT,IT,2026-02-19 07:56:16.854687
ISGEC,Unknown,2026-02-19 07:56:16.854725
ISHANCH,Unknown,2026-02-19 07:56:16.854763
ITC,Unknown,2026-02-19 07:56:16.854800
ITCHOTELS,Unknown,2026-02-19 07:56:16.854843
ITDC,Unknown,2026-02-19 07:56:16.854888
ITI,Unknown,2026-02-19 07:56:16.854926
IVALUE,Unknown,2026-02-19 07:56:16.854964
IVC,Unknown,2026-02-19 07:56:16.855014
IVP,Unknown,2026-02-19 07:56:16.855050
IXIGO,IT,2026-02-19 07:56:16.855097
IZMO,Unknown,2026-02-19 07:56:16.855134
J&KBANK,Finance,2026-02-19 07:56:16.855181
JAGRAN,Unknown,2026-02-19 07:56:16.855237
JAGSNPHARM,Pharma,2026-02-19 07:56:16.855278
JAIBALAJI,Unknown,2026-02-19 07:56:16.855316
JAICORPLTD,Unknown,2026-02-19 07:56:16.855354
JAINREC,Unknown,2026-02-19 07:56:16.855391
JAIPURKURT,Unknown,2026-02-19 07:56:16.855429
JAMNAAUTO,Automobile,2026-02-19 07:56:16.855465
JARO,IT,2026-02-19 07:56:16.855501
JASH,Unknown,2026-02-19 07:56:16.855538
JAYAGROGN,Unknown,2026-02-19 07:56:16.855582
JAYBARMARU,Unknown,2026-02-19 07:56:16.855620
JAYKAY,Unknown,2026-02-19 07:56:16.855656
JAYNECOIND,Unknown,2026-02-19 07:56:16.855694
JAYSREETEA,Unknown,2026-02-19 07:56:16.855731
JBCHEPHARM,Pharma,2026-02-19 07:56:16.855767
JBMA,Automobile,2026-02-19 07:56:16.855803
JGCHEM,Unknown,2026-02-19 07:56:16.855839
JHS,Unknown,2026-02-19 07:56:16.855877
JINDALPHOT,Unknown,2026-02-19 07:56:16.855914
JINDALPOLY,Unknown,2026-02-19 07:56:16.855951
JINDALSAW,Unknown,2026-02-19 07:56:16.855988
JINDALSTEL,Metals,2026-02-19 07:56:16.856024
JINDRILL,Unknown,2026-02-19 07:56:16.856061
JINDWORLD,Unknown,2026-02-19 07:56:16.856104
JIOFIN,Unknown,2026-02-19 07:56:16.856142
JISLDVREQS,Unknown,2026-02-19 07:56:16.856179
JISLJALEQS,Unknown,2026-02-19 07:56:16.856235
JITFINFRA,Unknown,2026-02-19 07:56:16.856277
JKCEMENT,Cement,2026-02-19 07:56:16.856325
JKIL,Unknown,2026-02-19 07:56:16.856363
JKIPL,Unknown,2026-02-19 07:56:16.856401
JKLAKSHMI,Cement,2026-02-19 07:56:16.856438
JKPAPER,Unknown,2026-02-19 07:56:16.856482
JKTYRE,Unknown,2026-02-19 07:56:16.856519
JLHL,Unknown,2026-02-19 07:56:16.856556
JMA,Unknown,2026-02-19 07:56:16.856593
JMFINANCIL,Unknown,2026-02-19 07:56:16.856630
JNKINDIA,Unknown,2026-02-19 07:56:16.856667
JOCIL,Unknown,2026-02-19 07:56:16.856704
JPOLYINVST,Finance,2026-02-19 07:56:16.856740
JPPOWER,Energy,2026-02-19 07:56:16.856777
JSFB,Finance,2026-02-19 07:56:16.856812
JSL,Unknown,2026-02-19 07:56:16.856849
JSLL,Unknown,2026-02-19 07:56:16.856886
JSWCEMENT,Cement,2026-02-19 07:56:16.856923
JSWENERGY,Energy,2026-02-19 07:56:16.856959
JSWHL,Unknown,2026-02-19 07:56:16.856995
JSWINFRA,Unknown,2026-02-19 07:56:16.857031
JSWSTEEL,Metals,2026-02-19 07:56:16.857067
JTEKTINDIA,Unknown,2026-02-19 07:56:16.857103
JTLIND,Unknown,2026-02-19 07:56:16.857140
JUBLCPL,Unknown,2026-02-19 07:56:16.857177
JUBLFOOD,Unknown,2026-02-19 07:56:16.857242
JUBLINGREA,Unknown,2026-02-19 07:56:16.857289
JUBLPHARMA,Unknown,2026-02-19 07:56:16.857327
JUNIPER,Unknown,2026-02-19 07:56:16.857371
JUSTDIAL,Unknown,2026-02-19 07:56:16.857416
JWL,Unknown,2026-02-19 07:56:16.857455
JYOTHYLAB,Unknown,2026-02-19 07:56:16.857492
JYOTICNC,Automobile,2026-02-19 07:56:16.857529
JYOTISTRUC,Unknown,2026-02-19 07:56:16.857567
KABRAEXTRU,IT,2026-02-19 07:56:16.857604
KAJARIACER,Unknown,2026-02-19 07:56:16.857641
KAKATCEM,Cement,2026-02-19 07:56:16.857683
KALAMANDIR,Unknown,2026-02-19 07:56:16.857723
KALPATARU,Unknown,2026-02-19 07:56:16.857761
KALYANIFRG,Unknown,2026-02-19 07:56:16.857799
KALYANKJIL,Unknown,2026-02-19 07:56:16.857837
KAMATHOTEL,Unknown,2026-02-19 07:56:16.857874
KAMDHENU,Unknown,2026-02-19 07:56:16.857911
KAMOPAINTS,Unknown,2026-02-19 07:56:16.857947
KANANIIND,Unknown,2026-02-19 07:56:16.857984
KANORICHEM,Unknown,2026-02-19 07:56:16.858022
KANPRPLA,Unknown,2026-02-19 07:56:16.858058
KANSAINER,Unknown,2026-02-19 07:56:16.858096
KARMAENG,Energy,2026-02-19 07:56:16.858133
KARURVYSYA,Finance,2026-02-19 07:56:16.858169
KAUSHALYA,Unknown,2026-02-19 07:56:16.858225
KAVDEFENCE,IT,2026-02-19 07:56:16.858268
KAYA,Unknown,2026-02-19 07:56:16.858306
KAYNES,IT,2026-02-19 07:56:16.858343
KCP,Unknown,2026-02-19 07:56:16.858391
KCPSUGIND,Unknown,2026-02-19 07:56:16.858429
KDDL,Unknown,2026-02-19 07:56:16.858465
KEC,Unknown,2026-02-19 07:56:16.858502
KECL,Unknown,2026-02-19 07:56:16.858538
